row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,hgnc,description,abs(LFC)
ENSG00000134996,791.2573574,0.264020402,0.097275683,2.714145953,0.006644688,0.041411582,OSTF1,osteoclast stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:8510],0.264020402
ENSG00000156052,1058.500273,0.291181492,0.099853998,2.916072451,0.003544682,0.02934627,GNAQ,G protein subunit alpha q [Source:HGNC Symbol;Acc:HGNC:4390],0.291181492
ENSG00000148019,183.6367303,-0.480823131,0.141751369,-3.392017542,0.0006938,0.01180952,CEP78,centrosomal protein 78 [Source:HGNC Symbol;Acc:HGNC:25740],0.480823131
ENSG00000135049,938.510136,0.325832614,0.096820695,3.365319926,0.00076455,0.012423969,AGTPBP1,ATP/GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17258],0.325832614
ENSG00000083223,1904.229123,0.394193765,0.107325757,3.672871983,0.00023984,0.006896692,TUT7,terminal uridylyl transferase 7 [Source:HGNC Symbol;Acc:HGNC:25817],0.394193765
ENSG00000165025,2137.707192,0.308744971,0.090287774,3.419565645,0.000627212,0.011085628,SYK,spleen associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11491],0.308744971
ENSG00000165030,331.8206587,0.735912621,0.190476725,3.863530416,0.00011176,0.004738822,NFIL3,"nuclear factor, interleukin 3 regulated [Source:HGNC Symbol;Acc:HGNC:7787]",0.735912621
ENSG00000048828,1394.789602,0.168616765,0.0588257,2.866379231,0.004151965,0.032312703,FAM120A,family with sequence similarity 120A [Source:HGNC Symbol;Acc:HGNC:13247],0.168616765
ENSG00000148110,543.0463647,0.310887943,0.108840716,2.856357012,0.00428533,0.033010594,MFSD14B,major facilitator superfamily domain containing 14B [Source:HGNC Symbol;Acc:HGNC:23376],0.310887943
ENSG00000185920,177.4719393,-0.516197826,0.182722221,-2.825041327,0.004727452,0.034619381,PTCH1,patched 1 [Source:HGNC Symbol;Acc:HGNC:9585],0.516197826
ENSG00000196116,255.0323411,0.363236831,0.123624227,2.938233382,0.003300884,0.028143447,TDRD7,tudor domain containing 7 [Source:HGNC Symbol;Acc:HGNC:30831],0.363236831
ENSG00000136937,345.404148,-0.22707931,0.083182232,-2.729901606,0.006335323,0.040438776,NCBP1,nuclear cap binding protein subunit 1 [Source:HGNC Symbol;Acc:HGNC:7658],0.22707931
ENSG00000095383,385.8271241,0.351565,0.104328248,3.369796844,0.000752236,0.012297314,TBC1D2,TBC1 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:18026],0.351565
ENSG00000136891,161.0883358,-0.297910942,0.106317668,-2.802083104,0.005077379,0.035775184,TEX10,testis expressed 10 [Source:HGNC Symbol;Acc:HGNC:25988],0.297910942
ENSG00000165029,1038.676974,0.81032216,0.174710093,4.638095852,3.52E-06,0.000710599,ABCA1,ATP binding cassette subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:29],0.81032216
ENSG00000119318,691.4360028,0.301641056,0.081263983,3.711866481,0.000205737,0.006523293,RAD23B,"RAD23 homolog B, nucleotide excision repair protein [Source:HGNC Symbol;Acc:HGNC:9813]",0.301641056
ENSG00000136810,97.2865373,0.678984961,0.156219117,4.346362815,1.38E-05,0.001623027,TXN,thioredoxin [Source:HGNC Symbol;Acc:HGNC:12435],0.678984961
ENSG00000165181,368.7431757,0.552470507,0.200563709,2.754588609,0.005876597,0.038923238,C9orf84,chromosome 9 open reading frame 84 [Source:HGNC Symbol;Acc:HGNC:26535],0.552470507
ENSG00000119471,286.7707049,0.417876714,0.124761042,3.349416664,0.000809819,0.012883856,HSDL2,hydroxysteroid dehydrogenase like 2 [Source:HGNC Symbol;Acc:HGNC:18572],0.417876714
ENSG00000119321,1105.450082,0.362285232,0.093836933,3.860795732,0.000113018,0.004770882,FKBP15,FK506 binding protein 15 [Source:HGNC Symbol;Acc:HGNC:23397],0.362285232
ENSG00000136869,1831.355571,0.677189313,0.153076953,4.423848931,9.70E-06,0.001274727,TLR4,toll like receptor 4 [Source:HGNC Symbol;Acc:HGNC:11850],0.677189313
ENSG00000106780,3397.525069,0.509659719,0.150683075,3.382328898,0.00071874,0.011997521,MEGF9,multiple EGF like domains 9 [Source:HGNC Symbol;Acc:HGNC:3234],0.509659719
ENSG00000056558,637.9544431,-0.354047186,0.123584549,-2.864817567,0.004172495,0.032404221,TRAF1,TNF receptor associated factor 1 [Source:HGNC Symbol;Acc:HGNC:12031],0.354047186
ENSG00000148180,1045.499054,0.405434555,0.130205086,3.11381504,0.001846852,0.020253467,GSN,gelsolin [Source:HGNC Symbol;Acc:HGNC:4620],0.405434555
ENSG00000148175,929.4474646,0.54201358,0.162894093,3.327398609,0.000876609,0.013432965,STOM,stomatin [Source:HGNC Symbol;Acc:HGNC:3383],0.54201358
ENSG00000119522,678.6807942,0.235524747,0.081153316,2.902219619,0.003705287,0.030002399,DENND1A,DENN domain containing 1A [Source:HGNC Symbol;Acc:HGNC:29324],0.235524747
ENSG00000136930,313.7749855,0.19083167,0.070766095,2.696653948,0.007004001,0.042670946,PSMB7,proteasome subunit beta 7 [Source:HGNC Symbol;Acc:HGNC:9544],0.19083167
ENSG00000173611,103.3148798,-0.603923343,0.143929668,-4.195961468,2.72E-05,0.002377538,SCAI,suppressor of cancer cell invasion [Source:HGNC Symbol;Acc:HGNC:26709],0.603923343
ENSG00000177125,717.8813173,0.304232766,0.107827172,2.82148516,0.004780185,0.034661482,ZBTB34,zinc finger and BTB domain containing 34 [Source:HGNC Symbol;Acc:HGNC:31446],0.304232766
ENSG00000136877,204.3839334,-0.329046308,0.092243429,-3.567151735,0.000360883,0.008319569,FPGS,folylpolyglutamate synthase [Source:HGNC Symbol;Acc:HGNC:3824],0.329046308
ENSG00000167106,1182.977218,-0.344054422,0.128421919,-2.679094239,0.007382161,0.044153507,FAM102A,family with sequence similarity 102 member A [Source:HGNC Symbol;Acc:HGNC:31419],0.344054422
ENSG00000148346,152.8243341,1.589232078,0.457323071,3.475075238,0.00051071,0.009978121,LCN2,lipocalin 2 [Source:HGNC Symbol;Acc:HGNC:6526],1.589232078
ENSG00000167113,119.5724663,-0.381579163,0.120208937,-3.174299445,0.001501986,0.017937903,COQ4,coenzyme Q4 [Source:HGNC Symbol;Acc:HGNC:19693],0.381579163
ENSG00000136816,316.9001334,0.34932768,0.115633635,3.020986758,0.002519524,0.024425661,TOR1B,torsin family 1 member B [Source:HGNC Symbol;Acc:HGNC:11995],0.34932768
ENSG00000136819,1359.016942,0.768263013,0.265259216,2.896272654,0.003776241,0.030299266,C9orf78,chromosome 9 open reading frame 78 [Source:HGNC Symbol;Acc:HGNC:24932],0.768263013
ENSG00000136878,590.9500171,-0.19515309,0.068674973,-2.841691532,0.004487489,0.033575759,USP20,ubiquitin specific peptidase 20 [Source:HGNC Symbol;Acc:HGNC:12619],0.19515309
ENSG00000126882,979.6352081,-0.196744196,0.055886361,-3.520433131,0.000430843,0.009258242,FAM78A,family with sequence similarity 78 member A [Source:HGNC Symbol;Acc:HGNC:25465],0.196744196
ENSG00000196358,817.5665682,0.572360932,0.169123082,3.384286322,0.000713635,0.011975458,NTNG2,netrin G2 [Source:HGNC Symbol;Acc:HGNC:14288],0.572360932
ENSG00000125485,97.30738063,-0.388544075,0.129690607,-2.99593073,0.002736086,0.025452833,DDX31,DEAD-box helicase 31 [Source:HGNC Symbol;Acc:HGNC:16715],0.388544075
ENSG00000186350,3896.126296,0.3363853,0.111812822,3.008468031,0.002625684,0.024864157,RXRA,retinoid X receptor alpha [Source:HGNC Symbol;Acc:HGNC:10477],0.3363853
ENSG00000165688,158.3926072,-0.252061665,0.09223662,-2.732772138,0.006280376,0.040277526,PMPCA,"peptidase, mitochondrial processing alpha subunit [Source:HGNC Symbol;Acc:HGNC:18667]",0.252061665
ENSG00000148384,111.2743543,-0.445089141,0.128415302,-3.466013272,0.000528237,0.010156269,INPP5E,inositol polyphosphate-5-phosphatase E [Source:HGNC Symbol;Acc:HGNC:21474],0.445089141
ENSG00000169692,250.3626752,0.370722276,0.116182918,3.190850118,0.001418548,0.017373017,AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:325],0.370722276
ENSG00000107331,815.6761041,-0.275586807,0.095081519,-2.898426639,0.0037504,0.030238726,ABCA2,ATP binding cassette subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:32],0.275586807
ENSG00000177239,393.5012374,-0.240076574,0.080775463,-2.972147313,0.002957248,0.026570985,MAN1B1,mannosidase alpha class 1B member 1 [Source:HGNC Symbol;Acc:HGNC:6823],0.240076574
ENSG00000187609,107.07817,-0.465900772,0.131921723,-3.531645587,0.000412982,0.009079878,EXD3,exonuclease 3'-5' domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26023],0.465900772
ENSG00000130653,70.32381108,-0.539789746,0.195833923,-2.756364876,0.005844776,0.038820925,PNPLA7,patatin like phospholipase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:24768],0.539789746
ENSG00000057608,825.8134581,0.215054078,0.064998976,3.308576424,0.000937716,0.013851361,GDI2,GDP dissociation inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:4227],0.215054078
ENSG00000170525,1273.717123,0.497069917,0.163812721,3.034379229,0.002410312,0.023903655,PFKFB3,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:HGNC Symbol;Acc:HGNC:8874]",0.497069917
ENSG00000048740,4231.893165,0.219461026,0.079105817,2.774271665,0.005532546,0.037614974,CELF2,CUGBP Elav-like family member 2 [Source:HGNC Symbol;Acc:HGNC:2550],0.219461026
ENSG00000134463,83.17113584,1.746688275,0.335303016,5.20928292,1.90E-07,0.000180055,ECHDC3,enoyl-CoA hydratase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23489],1.746688275
ENSG00000151465,187.8673886,0.387075115,0.111808664,3.461942041,0.000536293,0.01022863,CDC123,cell division cycle 123 [Source:HGNC Symbol;Acc:HGNC:16827],0.387075115
ENSG00000107614,136.5734178,-0.330352561,0.115948698,-2.849126954,0.004383938,0.033391056,TRDMT1,tRNA aspartic acid methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2977],0.330352561
ENSG00000026025,988.0793475,0.282530222,0.090197029,3.132367281,0.001734028,0.019490886,VIM,vimentin [Source:HGNC Symbol;Acc:HGNC:12692],0.282530222
ENSG00000120594,991.1203061,0.368110732,0.120563519,3.053251391,0.002263762,0.023273964,PLXDC2,plexin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21013],0.368110732
ENSG00000077420,2142.845119,0.365096375,0.108590648,3.362134598,0.000773424,0.012481895,APBB1IP,amyloid beta precursor protein binding family B member 1 interacting protein [Source:HGNC Symbol;Acc:HGNC:17379],0.365096375
ENSG00000136754,684.2153446,0.225884438,0.063014001,3.584670614,0.000337504,0.008082196,ABI1,abl interactor 1 [Source:HGNC Symbol;Acc:HGNC:11320],0.225884438
ENSG00000197321,1497.643129,0.280383586,0.10626513,2.638528616,0.008326667,0.047272221,SVIL,supervillin [Source:HGNC Symbol;Acc:HGNC:11480],0.280383586
ENSG00000107968,324.495476,0.26101146,0.099039382,2.635431039,0.00840305,0.047592229,MAP3K8,mitogen-activated protein kinase kinase kinase 8 [Source:HGNC Symbol;Acc:HGNC:6860],0.26101146
ENSG00000183621,247.6371703,0.531421846,0.142767109,3.722298852,0.000197417,0.006443533,ZNF438,zinc finger protein 438 [Source:HGNC Symbol;Acc:HGNC:21029],0.531421846
ENSG00000170759,741.427074,0.197018015,0.06775612,2.90775232,0.003640365,0.029731431,KIF5B,kinesin family member 5B [Source:HGNC Symbol;Acc:HGNC:6324],0.197018015
ENSG00000169826,533.8420271,0.507168395,0.129651064,3.911795087,9.16E-05,0.00424457,CSGALNACT2,chondroitin sulfate N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:24292],0.507168395
ENSG00000012779,2515.587013,0.414874604,0.12583273,3.297032531,0.000977122,0.014134799,ALOX5,arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:HGNC:435],0.414874604
ENSG00000204161,245.1632902,0.470767181,0.144014962,3.268876891,0.001079753,0.01501536,TMEM273,transmembrane protein 273 [Source:HGNC Symbol;Acc:HGNC:27274],0.470767181
ENSG00000072401,497.2567756,0.443043253,0.158696715,2.791760709,0.005242211,0.036323882,UBE2D1,ubiquitin conjugating enzyme E2 D1 [Source:HGNC Symbol;Acc:HGNC:12474],0.443043253
ENSG00000148572,496.431786,0.445112509,0.147183946,3.024191976,0.002492982,0.024310413,NRBF2,nuclear receptor binding factor 2 [Source:HGNC Symbol;Acc:HGNC:19692],0.445112509
ENSG00000122862,4268.727461,0.917897112,0.184496561,4.975144828,6.52E-07,0.00036427,SRGN,serglycin [Source:HGNC Symbol;Acc:HGNC:9361],0.917897112
ENSG00000156515,1660.619419,0.459205923,0.154311775,2.975832029,0.002921949,0.026405963,HK1,hexokinase 1 [Source:HGNC Symbol;Acc:HGNC:4922],0.459205923
ENSG00000156521,261.872374,-0.371898937,0.105359312,-3.529815528,0.00041585,0.009121798,TYSND1,trypsin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28531],0.371898937
ENSG00000148730,1721.790719,0.241706047,0.081031806,2.982853988,0.002855742,0.026109164,EIF4EBP2,eukaryotic translation initiation factor 4E binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3289],0.241706047
ENSG00000107736,933.8921513,0.391582745,0.099819797,3.922896641,8.75E-05,0.004166783,CDH23,cadherin related 23 [Source:HGNC Symbol;Acc:HGNC:13733],0.391582745
ENSG00000214688,63.80568079,0.514659755,0.194905605,2.640559024,0.008276937,0.047074462,C10orf105,chromosome 10 open reading frame 105 [Source:HGNC Symbol;Acc:HGNC:20304],0.514659755
ENSG00000107738,7943.688577,0.473778452,0.129984249,3.644891256,0.000267505,0.007218072,VSIR,V-set immunoregulatory receptor [Source:HGNC Symbol;Acc:HGNC:30085],0.473778452
ENSG00000197746,12252.89936,0.396786591,0.110525503,3.59000032,0.000330678,0.008082196,PSAP,prosaposin [Source:HGNC Symbol;Acc:HGNC:9498],0.396786591
ENSG00000156026,148.737941,0.375496907,0.123389474,3.043184285,0.002340889,0.023652943,MCU,mitochondrial calcium uniporter [Source:HGNC Symbol;Acc:HGNC:23526],0.375496907
ENSG00000156650,338.6860359,-0.267247453,0.090724715,-2.945696247,0.003222287,0.027772485,KAT6B,lysine acetyltransferase 6B [Source:HGNC Symbol;Acc:HGNC:17582],0.267247453
ENSG00000165637,207.3847491,0.194561902,0.073167215,2.659140453,0.00783403,0.045676866,VDAC2,voltage dependent anion channel 2 [Source:HGNC Symbol;Acc:HGNC:12672],0.194561902
ENSG00000151208,66.29184688,-0.708009016,0.220755195,-3.207213381,0.001340275,0.01683854,DLG5,discs large MAGUK scaffold protein 5 [Source:HGNC Symbol;Acc:HGNC:2904],0.708009016
ENSG00000122359,2901.981796,0.242014506,0.090043194,2.687760116,0.007193305,0.04343421,ANXA11,annexin A11 [Source:HGNC Symbol;Acc:HGNC:535],0.242014506
ENSG00000108219,2129.664076,0.168041541,0.058906933,2.85266153,0.004335477,0.033315827,TSPAN14,tetraspanin 14 [Source:HGNC Symbol;Acc:HGNC:23303],0.168041541
ENSG00000171862,3150.991609,0.484100008,0.121490067,3.984687958,6.76E-05,0.003709647,PTEN,phosphatase and tensin homolog [Source:HGNC Symbol;Acc:HGNC:9588],0.484100008
ENSG00000204020,69.75121523,1.150030735,0.230284848,4.993948783,5.92E-07,0.000351171,LIPN,lipase family member N [Source:HGNC Symbol;Acc:HGNC:23452],1.150030735
ENSG00000026103,319.5959972,0.403159383,0.122988595,3.278022503,0.001045371,0.014715712,FAS,Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920],0.403159383
ENSG00000119922,1234.377288,0.74803575,0.219799067,3.403270823,0.000665842,0.011521034,IFIT2,interferon induced protein with tetratricopeptide repeats 2 [Source:HGNC Symbol;Acc:HGNC:5409],0.74803575
ENSG00000119917,939.0920099,1.024400009,0.271956544,3.766778304,0.000165368,0.005798209,IFIT3,interferon induced protein with tetratricopeptide repeats 3 [Source:HGNC Symbol;Acc:HGNC:5411],1.024400009
ENSG00000204010,169.2063938,0.897661563,0.32088916,2.797419404,0.005151262,0.036001975,IFIT1B,interferon induced protein with tetratricopeptide repeats 1B [Source:HGNC Symbol;Acc:HGNC:23442],0.897661563
ENSG00000185745,400.7173274,1.152246042,0.347130977,3.319340879,0.000902302,0.01358172,IFIT1,interferon induced protein with tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:5407],1.152246042
ENSG00000152778,283.7595038,0.506040341,0.183563501,2.756759043,0.005837735,0.038820925,IFIT5,interferon induced protein with tetratricopeptide repeats 5 [Source:HGNC Symbol;Acc:HGNC:13328],0.506040341
ENSG00000152804,381.4537083,0.286193843,0.104755998,2.732004359,0.006295031,0.040311542,HHEX,hematopoietically expressed homeobox [Source:HGNC Symbol;Acc:HGNC:4901],0.286193843
ENSG00000138190,249.7106125,0.548538755,0.134835976,4.068192864,4.74E-05,0.00304059,EXOC6,exocyst complex component 6 [Source:HGNC Symbol;Acc:HGNC:23196],0.548538755
ENSG00000138185,1086.754488,0.542077894,0.126384391,4.28912058,1.79E-05,0.001922148,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3363],0.542077894
ENSG00000155629,1730.056862,0.374444321,0.107480002,3.483851069,0.000494254,0.009840767,PIK3AP1,phosphoinositide-3-kinase adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30034],0.374444321
ENSG00000165879,915.5679063,0.521841805,0.146157914,3.570397191,0.00035644,0.008277433,FRAT1,"FRAT1, WNT signaling pathway regulator [Source:HGNC Symbol;Acc:HGNC:3944]",0.521841805
ENSG00000155229,347.9563416,-0.246734718,0.08274327,-2.981930933,0.002864366,0.026109164,MMS19,"MMS19 homolog, cytosolic iron-sulfur assembly component [Source:HGNC Symbol;Acc:HGNC:13824]",0.246734718
ENSG00000165886,109.2751655,0.651676428,0.168884544,3.858709706,0.000113987,0.00479049,UBTD1,ubiquitin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25683],0.651676428
ENSG00000119943,82.43400491,-0.400309743,0.143177673,-2.795895016,0.005175621,0.036066066,PYROXD2,pyridine nucleotide-disulphide oxidoreductase domain 2 [Source:HGNC Symbol;Acc:HGNC:23517],0.400309743
ENSG00000107566,192.5880977,0.618156656,0.186302274,3.318030644,0.000906545,0.013593282,ERLIN1,ER lipid raft associated 1 [Source:HGNC Symbol;Acc:HGNC:16947],0.618156656
ENSG00000196072,98.16359622,0.412757577,0.127025893,3.249397163,0.001156499,0.01552222,BLOC1S2,biogenesis of lysosomal organelles complex 1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:20984],0.412757577
ENSG00000138107,471.8537248,0.200181396,0.068253285,2.932919575,0.003357909,0.028476264,ACTR1A,ARP1 actin related protein 1 homolog A [Source:HGNC Symbol;Acc:HGNC:167],0.200181396
ENSG00000076685,693.6747051,0.408827621,0.107301839,3.81007097,0.000138927,0.005154405,NT5C2,"5'-nucleotidase, cytosolic II [Source:HGNC Symbol;Acc:HGNC:8022]",0.408827621
ENSG00000148841,1563.916811,0.506319355,0.11986338,4.224137125,2.40E-05,0.002258587,ITPRIP,"inositol 1,4,5-trisphosphate receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:29370]",0.506319355
ENSG00000099204,850.3634346,-0.316153636,0.119173007,-2.652896359,0.007980437,0.045938298,ABLIM1,actin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:78],0.316153636
ENSG00000151553,468.2988018,0.317080417,0.121126696,2.617758328,0.008850947,0.04919034,FAM160B1,family with sequence similarity 160 member B1 [Source:HGNC Symbol;Acc:HGNC:29320],0.317080417
ENSG00000165650,638.0656079,0.411639675,0.137579254,2.99201852,0.002771394,0.025730894,PDZD8,PDZ domain containing 8 [Source:HGNC Symbol;Acc:HGNC:26974],0.411639675
ENSG00000119979,414.040321,0.282994157,0.101156736,2.797580946,0.005148686,0.036001975,FAM45A,family with sequence similarity 45 member A [Source:HGNC Symbol;Acc:HGNC:31793],0.282994157
ENSG00000165672,250.6437791,0.234071424,0.088207851,2.653634814,0.007962995,0.045865695,PRDX3,peroxiredoxin 3 [Source:HGNC Symbol;Acc:HGNC:9354],0.234071424
ENSG00000148908,341.7771483,0.483787035,0.177092828,2.731827375,0.006298413,0.040311542,RGS10,regulator of G protein signaling 10 [Source:HGNC Symbol;Acc:HGNC:9992],0.483787035
ENSG00000197771,558.7642681,0.200075685,0.07519701,2.660686731,0.007798147,0.045579571,MCMBP,minichromosome maintenance complex binding protein [Source:HGNC Symbol;Acc:HGNC:25782],0.200075685
ENSG00000107679,299.0071361,-0.464171651,0.124065883,-3.741331938,0.000183048,0.006165198,PLEKHA1,pleckstrin homology domain containing A1 [Source:HGNC Symbol;Acc:HGNC:14335],0.464171651
ENSG00000182022,3346.005078,0.423406163,0.125844836,3.36450963,0.000766798,0.01242841,CHST15,carbohydrate sulfotransferase 15 [Source:HGNC Symbol;Acc:HGNC:18137],0.423406163
ENSG00000175029,552.4026407,0.265817604,0.094538112,2.81175071,0.004927267,0.035140905,CTBP2,C-terminal binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2495],0.265817604
ENSG00000132334,2005.825939,0.239162124,0.089733834,2.665239091,0.00769336,0.045239476,PTPRE,"protein tyrosine phosphatase, receptor type E [Source:HGNC Symbol;Acc:HGNC:9669]",0.239162124
ENSG00000148773,145.4052236,0.568906402,0.21754705,2.615095913,0.00892024,0.049367955,MKI67,marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107],0.568906402
ENSG00000151651,3755.858294,0.307428042,0.116645775,2.635569463,0.008399623,0.047592229,ADAM8,ADAM metallopeptidase domain 8 [Source:HGNC Symbol;Acc:HGNC:215],0.307428042
ENSG00000214279,63.5952577,-1.085428709,0.244940842,-4.431391277,9.36E-06,0.001252492,SCART1,scavenger receptor family member expressed on T cells 1 [Source:HGNC Symbol;Acc:HGNC:32411],1.085428709
ENSG00000174885,1118.489194,0.602739688,0.196963725,3.060155812,0.002212219,0.022963555,NLRP6,NLR family pyrin domain containing 6 [Source:HGNC Symbol;Acc:HGNC:22944],0.602739688
ENSG00000185201,9174.570559,0.64243992,0.178852869,3.592002322,0.000328147,0.008082196,IFITM2,interferon induced transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:5413],0.64243992
ENSG00000185885,180.9474115,0.459556527,0.12498273,3.676960222,0.00023603,0.006896692,IFITM1,interferon induced transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:5412],0.459556527
ENSG00000142089,1402.303064,1.292257633,0.263799732,4.898631328,9.65E-07,0.000426417,IFITM3,interferon induced transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:5414],1.292257633
ENSG00000185187,564.8772561,-0.277314469,0.095759698,-2.89594134,0.003780231,0.030299266,SIGIRR,single Ig and TIR domain containing [Source:HGNC Symbol;Acc:HGNC:30575],0.277314469
ENSG00000185101,177.0814452,-0.663823346,0.146653212,-4.526483524,6.00E-06,0.000982114,ANO9,anoctamin 9 [Source:HGNC Symbol;Acc:HGNC:20679],0.663823346
ENSG00000174915,118.1361036,-0.279186985,0.106472368,-2.622154372,0.008737584,0.048702803,PTDSS2,phosphatidylserine synthase 2 [Source:HGNC Symbol;Acc:HGNC:15463],0.279186985
ENSG00000177156,2738.86995,0.483927726,0.131772673,3.672443728,0.000240242,0.006896692,TALDO1,transaldolase 1 [Source:HGNC Symbol;Acc:HGNC:11559],0.483927726
ENSG00000177595,116.9599794,-0.400044854,0.125758952,-3.181044748,0.00146745,0.017755206,PIDD1,p53-induced death domain protein 1 [Source:HGNC Symbol;Acc:HGNC:16491],0.400044854
ENSG00000184956,59.10670192,-0.596345234,0.202675866,-2.942359371,0.003257217,0.027921522,MUC6,"mucin 6, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7517]",0.596345234
ENSG00000117984,707.0565575,0.419288123,0.120751736,3.472315473,0.00051599,0.010022227,CTSD,cathepsin D [Source:HGNC Symbol;Acc:HGNC:2529],0.419288123
ENSG00000021762,384.9472949,-0.287970538,0.110036467,-2.617046386,0.008869429,0.049209099,OSBPL5,oxysterol binding protein like 5 [Source:HGNC Symbol;Acc:HGNC:16392],0.287970538
ENSG00000110713,1379.186254,0.223971951,0.085228269,2.627906852,0.008591204,0.048255028,NUP98,nucleoporin 98 [Source:HGNC Symbol;Acc:HGNC:8068],0.223971951
ENSG00000177105,1686.791369,0.410210164,0.111304163,3.685488068,0.000228265,0.006839302,RHOG,ras homolog family member G [Source:HGNC Symbol;Acc:HGNC:672],0.410210164
ENSG00000132109,441.1404115,0.379097246,0.112457874,3.371015598,0.000748916,0.012264148,TRIM21,tripartite motif containing 21 [Source:HGNC Symbol;Acc:HGNC:11312],0.379097246
ENSG00000132256,246.9870917,0.336265843,0.118205485,2.844756677,0.004444536,0.033476767,TRIM5,tripartite motif containing 5 [Source:HGNC Symbol;Acc:HGNC:16276],0.336265843
ENSG00000132274,1950.566931,0.645980437,0.154507484,4.180900638,2.90E-05,0.002462329,TRIM22,tripartite motif containing 22 [Source:HGNC Symbol;Acc:HGNC:16379],0.645980437
ENSG00000051009,517.1821264,0.293693238,0.089649323,3.276022945,0.0010528,0.014726797,FAM160A2,family with sequence similarity 160 member A2 [Source:HGNC Symbol;Acc:HGNC:25378],0.293693238
ENSG00000166313,187.1989589,-0.452661743,0.131245459,-3.448970702,0.000562728,0.010500566,APBB1,amyloid beta precursor protein binding family B member 1 [Source:HGNC Symbol;Acc:HGNC:581],0.452661743
ENSG00000179532,332.2480314,-0.46779844,0.109152459,-4.285734308,1.82E-05,0.001922148,DNHD1,dynein heavy chain domain 1 [Source:HGNC Symbol;Acc:HGNC:26532],0.46779844
ENSG00000166337,348.1267965,0.241856211,0.075692951,3.195227648,0.001397206,0.017257037,TAF10,TATA-box binding protein associated factor 10 [Source:HGNC Symbol;Acc:HGNC:11543],0.241856211
ENSG00000166341,82.39556953,-0.672060707,0.220696027,-3.045187161,0.002325356,0.023571213,DCHS1,dachsous cadherin-related 1 [Source:HGNC Symbol;Acc:HGNC:13681],0.672060707
ENSG00000184014,1838.410369,0.36171205,0.098715018,3.66420486,0.000248108,0.006980361,DENND5A,DENN domain containing 5A [Source:HGNC Symbol;Acc:HGNC:19344],0.36171205
ENSG00000133812,563.8689144,0.276871638,0.106123216,2.608963883,0.009081683,0.049831209,SBF2,SET binding factor 2 [Source:HGNC Symbol;Acc:HGNC:2135],0.276871638
ENSG00000148926,316.1458986,0.870775834,0.213981054,4.069406233,4.71E-05,0.00304059,ADM,adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259],0.870775834
ENSG00000072952,464.8173339,0.497040801,0.176808387,2.81118339,0.004935964,0.035140905,MRVI1,murine retrovirus integration site 1 homolog [Source:HGNC Symbol;Acc:HGNC:7237],0.497040801
ENSG00000148925,233.1486042,0.364258441,0.097625998,3.731162291,0.000190598,0.006329732,BTBD10,BTB domain containing 10 [Source:HGNC Symbol;Acc:HGNC:21445],0.364258441
ENSG00000197601,688.2006076,0.247585272,0.086180761,2.872860111,0.004067742,0.031930093,FAR1,fatty acyl-CoA reductase 1 [Source:HGNC Symbol;Acc:HGNC:26222],0.247585272
ENSG00000134333,579.1159755,0.383204815,0.104298919,3.674101518,0.000238688,0.006896692,LDHA,lactate dehydrogenase A [Source:HGNC Symbol;Acc:HGNC:6535],0.383204815
