© 2000-2019 QIAGEN. All rights reserved.

Analysis Details for My Projects->AIH_WGCNA->Unique to Elites - 2019-06-04 10:46 PM - 2019-06-04 10:50 PM->Observation 1
Workspace	My Projects
Project	AIH_WGCNA
Analysis	Observation 1
Date	Tue Jun 04 22:50:34 PDT 2019
Analysis ID	17897615

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
confidence = Experimentally Observed

Canonical Pathways for My Projects->AIH_WGCNA->Unique to Elites - 2019-06-04 10:46 PM - 2019-06-04 10:50 PM->Observation 1
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
STARD3	transporter	 	1	 	biased	1.000	3.22E-03	1.17E-02	STARD3	ABCA1	1 (1)	1	 	 	 	 	cholesterol	 	 	 	 	
STX12	other	 	1	 	biased	1.000	3.22E-03	1.17E-02	STX12	ABCA1	1 (1)	1	cholesterol	 	 	 	 	 	 	 	 	
TCEAL7	transcription regulator	 	1	 	biased	-1.000	3.22E-03	3.93E-02	TCEAL7	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
TL-77	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	TL-77	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
TMEM139	other	 	1	 	biased	1.000	3.22E-03	4.80E-03	TMEM139	SLC4A1	1 (1)	1	 	 	 	 	 	 	 	 	 	
TRAPPC9	other	 	1	 	biased	1.000	3.22E-03	3.93E-02	TRAPPC9	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
Timp	group	 	1	 	biased	1.000	3.22E-03	3.93E-02	Timp	BCL2L1	1 (1)	1	tretinoin	 	 	 	 	 	 	 	 	
WJ9708012	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	WJ9708012	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
ZSCAN21	transcription regulator	 	1	 	biased	-1.000	3.22E-03	8.90E-03	ZSCAN21	SNCA	1 (1)	1	 	 	 	 	 	 	 	 	 	
acetylapoaranotin	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	acetylapoaranotin	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
acetylaranotin	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	acetylaranotin	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
aloin	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	aloin	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
alpinetin	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	alpinetin	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
atractylenolide I	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	atractylenolide I	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
azide	chemical reagent	 	1	 	biased	1.000	3.22E-03	8.10E-03	azide	SLC2A1	1 (1)	1	 	 	 	 	 	 	 	 	 	
betulin	chemical - endogenous non-mammalian	 	1	 	biased	1.000	3.22E-03	3.93E-02	betulin	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
bisindole-linked pyrrolo[2,1-c][1,4]benzodiazepine 5b	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	bisindole-linked pyrrolo[2,1-c][1,4]benzodiazepine 5b	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
bornyl caffeate	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	bornyl caffeate	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
cardiotoxin III	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	cardiotoxin III	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
colestimide	chemical drug	 	1	 	biased	1.000	3.22E-03	1.17E-02	colestimide	ABCA1	1 (1)	1	 	 	 	 	cholesterol	 	 	 	 	
danusertib	chemical drug	 	1	 	biased	-1.000	3.22E-03	3.93E-02	danusertib	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
deoxyapoaranotin	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	deoxyapoaranotin	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
depsipeptide	chemical - other	 	1	 	biased	-1.000	3.22E-03	3.93E-02	depsipeptide	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
dianthus chinensis l. ethanol extract	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	dianthus chinensis l. ethanol extract	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
farnesiferol C	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	farnesiferol C	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
flacourtia indica methanol extract	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	flacourtia indica methanol extract	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
fungal taxol	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	fungal taxol	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
galiximab	biologic drug	 	1	 	biased	-1.000	3.22E-03	3.93E-02	galiximab	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
gelam honey	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	gelam honey	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
gypenoside	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	gypenoside	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
hederagenin	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	hederagenin	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
heteronemin	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	heteronemin	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
hydroxyaminoindan	chemical reagent	 	1	 	biased	1.000	3.22E-03	3.93E-02	hydroxyaminoindan	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
icariin	chemical drug	 	1	 	biased	-1.000	3.22E-03	3.93E-02	icariin	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
ingenol mebutate	chemical drug	 	1	 	biased	1.000	3.22E-03	3.93E-02	ingenol mebutate	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
korean red ginseng extract	chemical reagent	 	1	 	biased	1.000	3.22E-03	3.93E-02	korean red ginseng extract	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
let-7c mimic	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	let-7c mimic	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
liriope platyphylla root part extract	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	liriope platyphylla root part extract	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
luffa echinata roxb fruit extract	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	luffa echinata roxb fruit extract	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
mansonone E	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	mansonone E	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
melamine	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	melamine	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
miR-135a mimic	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	miR-135a mimic	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
miR-33-5p (and other miRNAs w/seed UGCAUUG)	mature microRNA	 	1	 	biased	-1.000	3.22E-03	1.17E-02	miR-33-5p (and other miRNAs w/seed UGCAUUG)	ABCA1	1 (1)	1	 	 	 	 	 	 	 	 	 	
miR-4651 (and other miRNAs w/seed GGGGUGG)	mature microRNA	 	1	 	biased	-1.000	3.22E-03	3.93E-02	miR-4651 (and other miRNAs w/seed GGGGUGG)	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
mir-216	microRNA	 	1	 	biased	-1.000	3.22E-03	9.50E-03	mir-216	YBX1	1 (1)	1	AGO2	tretinoin	 	 	 	 	 	 	 	
mir-491	microRNA	 	1	 	biased	-1.000	3.22E-03	3.93E-02	mir-491	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
morusin	chemical - endogenous non-mammalian	 	1	 	biased	-1.000	3.22E-03	3.93E-02	morusin	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
nitidine	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	nitidine	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
norcantharidin	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	norcantharidin	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
p-cuminaldehyde	chemical - endogenous non-mammalian	 	1	 	biased	-1.000	3.22E-03	3.93E-02	p-cuminaldehyde	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
pepleomycin	chemical drug	 	1	 	biased	-1.000	3.22E-03	3.93E-02	pepleomycin	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
persea declinata (bl.) kosterm bark methanolic crude extract	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	persea declinata (bl.) kosterm bark methanolic crude extract	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
picolog	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	picolog	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
pien tze huang methanol extract	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	pien tze huang methanol extract	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
procyanidin B2-3'-O-gallate	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	procyanidin B2-3'-O-gallate	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
procyanidin B2-3,3'-di-O-gallate	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	procyanidin B2-3,3'-di-O-gallate	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
pseudolaric acid B	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	pseudolaric acid B	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
raddeanin A	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	raddeanin A	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
rifamycin SV	chemical drug	 	1	 	biased	1.000	3.22E-03	9.00E-03	rifamycin SV	BCL6	1 (1)	1	 	 	 	 	 	 	 	 	 	
rocaglaol	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	rocaglaol	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
sargramostim	biologic drug	 	1	 	biased	-1.000	3.22E-03	3.93E-02	sargramostim	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
silmitasertib	chemical drug	 	1	 	biased	-1.000	3.22E-03	3.93E-02	silmitasertib	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
solamargine	chemical drug	 	1	 	biased	-1.000	3.22E-03	3.93E-02	solamargine	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
subditine	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	subditine	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
sun ginseng extract	chemical reagent	 	1	 	biased	1.000	3.22E-03	3.93E-02	sun ginseng extract	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
tetraacetyl-phytosphingosine	chemical reagent	 	1	 	biased	1.000	3.22E-03	3.93E-02	tetraacetyl-phytosphingosine	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
tetracaine	chemical drug	 	1	 	biased	-1.000	3.22E-03	3.93E-02	tetracaine	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
tinostamustine	chemical drug	 	1	 	biased	-1.000	3.22E-03	3.93E-02	tinostamustine	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
uncarinic acid E	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	uncarinic acid E	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
zinc-citrate	chemical reagent	 	1	 	biased	-1.000	3.22E-03	3.93E-02	zinc-citrate	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
ziram	chemical toxicant	 	1	 	biased	1.000	3.22E-03	8.90E-03	ziram	SNCA	1 (1)	1	 	 	 	 	 	 	 	 	 	
zuo-jin-wan	chemical drug	 	1	 	biased	-1.000	3.22E-03	3.93E-02	zuo-jin-wan	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
betulinic acid	chemical drug	 	1	 	biased	0.000	3.40E-03	4.21E-02	betulinic acid	ABCA1,BCL2L1	2 (1)	1	 	 	 	 	DUB	 	 	 	 	
hydroxypropyl-beta-cyclodextrin	chemical drug	 	1	 	biased	0.000	3.40E-03	1.54E-02	hydroxypropyl-beta-cyclodextrin	ABCA1,CTSB	2 (1)	1	 	 	 	miR-127-3p (miRNAs w/seed CGGAUCC)	cholesterol,CTSD,NPC2	 	 	 	 	
STAR	transporter	 	2	 	biased	0.577	3.47E-03	4.85E-02	BAX,LIPE,STAR	ABCA1,ACSL1,CTSB	3 (3)	2	NR5A1,Pka catalytic subunit,PRL,TO-901317,tretinoin	Ifn	 	progesterone	 	 	 	 	 	
NPC2	transporter	 	1	 	biased	0.000	3.65E-03	1.91E-02	NPC2	CREB5,CTSB	2 (1)	1	choline fenofibrate,TGM2,tretinoin	hydroxypropyl-beta-cyclodextrin,L-dopa	 	 	AKR1C3,cholesterol,STAT4	 	 	 	 	
sobetirome	chemical drug	 	2	 	biased	1.414	3.65E-03	2.88E-02	CYP7A1,sobetirome	ABCA1,SLC4A1	2 (2)	2	 	 	 	 	cholesterol	 	 	 	 	
MAX	transcription regulator	 	1	 	 	0.000	4.47E-03	3.22E-02	MAX	BCL6,SLC2A1	2 (1)	1	 	 	 	 	 	 	 	 	 	
methylselenic acid	chemical reagent	 	1	 	biased	0.000	4.47E-03	3.09E-02	methylselenic acid	BCL2L1,BLVRB	2 (1)	1	 	 	 	 	 	 	 	 	 	
AMG 900	chemical drug	 	2	 	biased	0.000	4.75E-03	4.60E-02	AMG 900,AURKA,AURKB	ANK1,BCL2L1	2 (3)	2	 	 	 	 	 	 	 	 	 	
SNS 314	chemical drug	 	2	 	biased	0.000	4.75E-03	4.60E-02	AURKA,AURKB,SNS 314	ANK1,BCL2L1	2 (3)	2	 	 	 	 	 	 	 	 	 	
TTP607	chemical drug	 	2	 	biased	0.000	4.75E-03	4.60E-02	AURKA,AURKB,TTP607	ANK1,BCL2L1	2 (3)	2	 	 	 	 	 	 	 	 	 	
alvocidib	chemical drug	 	1	 	biased	-1.414	4.75E-03	4.50E-02	alvocidib	BAG1,BCL2L1	2 (1)	1	 	 	 	 	 	 	 	 	 	
GAPDH	enzyme	 	1	 	biased	0.000	5.05E-03	3.87E-02	GAPDH	BCL2L1,OAS2	2 (1)	1	filgrastim,L-dopa,MYCN	vidarabine	 	 	ENO1,ENPP1,FCER1G	 	 	 	 	
Secretase gamma	complex	 	1	 	biased	1.414	5.05E-03	4.85E-02	Secretase gamma	MME,SLC2A1	2 (1)	1	cholesterol,SGPL1	TO-901317	 	IL21	 	 	 	 	 	
N-cor	group	 	1	 	biased	0.000	5.35E-03	4.95E-02	N-cor	ABCA1,ACSL1	2 (1)	1	 	 	 	 	MMP12	 	 	 	 	
bardoxolone	chemical drug	 	1	 	biased	0.000	5.35E-03	3.67E-02	bardoxolone	BCL2L1,UBE2H	2 (1)	1	 	 	 	 	 	 	 	 	 	
miR-30c-5p (and other miRNAs w/seed GUAAACA)	mature microRNA	 	1	 	biased	-1.732	5.52E-03	3.10E-02	miR-30c-5p (and other miRNAs w/seed GUAAACA)	AP2A1,BCL6,NUCB1	3 (1)	1	AGO2	valproic acid	 	 	cholesterol,INS,TRPS1	 	 	 	 	
mir-19	microRNA	 	1	 	biased	-1.414	5.67E-03	2.56E-02	mir-19	ABCA1,MAP2K3	2 (1)	1	AGO2	tretinoin	 	 	 	 	 	 	 	
L-dopa	chemical - endogenous mammalian	 	1	 	 	1.134	5.82E-03	4.52E-02	L-dopa	ALPL,BCL2L1,CTSB,FAM210B,SIAH2,SLC2A1,UBXN6	7 (1)	1	 	6-hydroxydopamine	 	DAB1,GAPDH,KCND2,PPP1R1B	NPC2,PRL,PTPRT	 	 	 	 	
CRNDE	other	 	1	 	biased	1.414	5.99E-03	4.55E-02	CRNDE	BCL2L1,FOXO4	2 (1)	1	 	 	 	 	 	 	 	 	 	
SET	phosphatase	 	1	 	biased	-1.414	5.99E-03	1.25E-02	SET	BCL2L1,YBX1	2 (1)	1	 	CD 437	 	STAT4	 	 	 	 	 	
3830403N18Rik/Xlr	other	 	1	 	biased	1.000	6.42E-03	3.93E-02	3830403N18Rik/Xlr	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
8-aminoadenosine	chemical reagent	 	1	 	biased	-1.000	6.42E-03	1.54E-02	8-aminoadenosine	SLC2A1	1 (1)	1	 	 	 	 	 	 	 	 	 	
ACAT1	enzyme	 	1	 	 	-1.000	6.42E-03	2.02E-02	ACAT1	ABCA1	1 (1)	1	ATG7	progesterone	 	 	24-hydroxycholesterol	 	 	 	 	
Alpha 1 antitrypsin	group	 	1	 	biased	-1.000	6.42E-03	4.66E-02	Alpha 1 antitrypsin	CTSB	1 (1)	1	 	 	 	 	 	 	 	 	 	
Beta Secretase	group	 	1	 	 	1.000	6.42E-03	1.76E-02	Beta Secretase	MME	1 (1)	1	cholesterol	24-hydroxycholesterol	 	 	 	 	 	 	 	
CANX	other	 	1	 	biased	1.000	6.42E-03	2.18E-02	CANX	ABCA1	1 (1)	1	 	 	 	 	 	 	 	 	 	
Camkk	group	 	1	 	biased	1.000	6.42E-03	1.91E-02	Camkk	ABCA1	1 (1)	1	 	 	 	 	 	 	 	 	 	
E. coli 011:B4 lipopolysaccharide	chemical - endogenous non-mammalian	 	1	 	 	1.000	6.42E-03	4.13E-02	E. coli 011:B4 lipopolysaccharide	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
GABBR2	G-protein coupled receptor	 	1	 	biased	1.000	6.42E-03	1.26E-02	GABBR2	GLUL	1 (1)	1	 	 	 	 	 	 	 	 	 	
Gm4836 (includes others)	other	 	1	 	biased	1.000	6.42E-03	3.93E-02	Gm4836 (includes others)	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
IBTK	other	 	1	 	biased	1.000	6.42E-03	4.76E-02	IBTK	BCL2L1	1 (1)	1	 	 	 	 	BTK	 	 	 	 	
IDE	peptidase	 	1	 	biased	-1.000	6.42E-03	1.94E-02	IDE	SNCA	1 (1)	1	PRL,progesterone,tretinoin	linolenic acid,oleoyl-coenzyme A,palmitoleic acid	 	 	 	 	 	 	 	
LGR5	transmembrane receptor	 	1	 	 	1.000	6.42E-03	4.65E-02	LGR5	BCL2L1	1 (1)	1	 	 	 	 	AKR1C3	 	 	 	 	
MLIP	other	 	1	 	 	1.000	6.42E-03	1.69E-02	MLIP	SLC2A1	1 (1)	1	 	 	 	 	 	 	 	 	 	
NEU2	enzyme	 	1	 	biased	-1.000	6.42E-03	3.93E-02	NEU2	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
PREB	transcription regulator	 	1	 	biased	1.000	6.42E-03	2.41E-02	PREB	ABCA1	1 (1)	1	 	 	 	PRL	 	 	 	 	 	
PTPRT	phosphatase	 	1	 	biased	-1.000	6.42E-03	5.00E-02	PTPRT	BCL2L1	1 (1)	1	 	L-dopa	 	 	 	 	 	 	 	
SAP18	transcription regulator	 	1	 	 	-1.000	6.42E-03	4.71E-02	SAP18	BCL2L1	1 (1)	1	 	CD 437	 	 	 	 	 	 	 	
SD-1008	chemical - kinase inhibitor	 	1	 	biased	-1.000	6.42E-03	4.94E-02	SD-1008	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
SNED1	other	 	1	 	biased	1.000	6.42E-03	1.54E-02	SNED1	SLC2A1	1 (1)	1	 	 	 	 	 	 	 	 	 	
SYCP3	other	 	1	 	biased	1.000	6.42E-03	3.93E-02	SYCP3	BCL2L1	1 (1)	1	tretinoin	 	 	 	 	 	 	 	 	
TJP2	kinase	 	1	 	 	-1.000	6.42E-03	4.42E-02	TJP2	BCL2L1	1 (1)	1	progesterone	glucagon	 	 	 	 	 	 	 	
TXNDC5	enzyme	 	1	 	biased	1.000	6.42E-03	4.45E-02	TXNDC5	CTSB	1 (1)	1	 	 	 	 	 	 	 	 	 	
ZNF202	transcription regulator	 	1	 	biased	-1.000	6.42E-03	2.07E-02	ZNF202	ABCA1	1 (1)	1	 	 	 	 	 	 	 	 	 	
ZNRF3	enzyme	 	1	 	biased	-1.000	6.42E-03	1.78E-02	ZNRF3	GLUL	1 (1)	1	 	 	 	 	 	 	 	 	 	
Zingiber officiale ginger extract	chemical drug	 	1	 	biased	-1.000	6.42E-03	3.93E-02	Zingiber officiale ginger extract	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
aclarubicin	chemical drug	 	1	 	 	-1.000	6.42E-03	4.83E-02	aclarubicin	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
caseamembrin C	chemical reagent	 	1	 	 	-1.000	6.42E-03	4.83E-02	caseamembrin C	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
dacetuzumab	biologic drug	 	1	 	biased	1.000	6.42E-03	4.73E-02	dacetuzumab	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
dibucaine	chemical drug	 	1	 	biased	-1.000	6.42E-03	4.55E-02	dibucaine	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
dimethyl succinate	chemical - endogenous mammalian	 	1	 	biased	-1.000	6.42E-03	1.77E-02	dimethyl succinate	BSG	1 (1)	1	 	 	 	 	 	 	 	 	 	
fedratinib	chemical drug	 	1	 	biased	-1.000	6.42E-03	4.83E-02	fedratinib	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
ginkgetin	chemical - endogenous non-mammalian	 	1	 	 	-1.000	6.42E-03	5.00E-02	ginkgetin	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
gliclazide	chemical drug	 	1	 	 	1.000	6.42E-03	1.81E-02	gliclazide	SLC2A1	1 (1)	1	 	 	 	 	 	 	 	 	 	
glucose oxidase	group	 	1	 	 	1.000	6.42E-03	1.67E-02	glucose oxidase	SLC2A1	1 (1)	1	 	 	 	 	 	 	 	 	 	
lynestrenol	chemical drug	 	1	 	biased	1.000	6.42E-03	1.98E-02	lynestrenol	ABCA1	1 (1)	1	 	 	 	 	 	 	 	 	 	
mefenamic acid	chemical drug	 	1	 	 	1.000	6.42E-03	4.74E-02	mefenamic acid	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
metacept-1	chemical reagent	 	1	 	 	-1.000	6.42E-03	4.73E-02	metacept-1	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
phytic acid	chemical - endogenous non-mammalian	 	1	 	biased	-1.000	6.42E-03	4.77E-02	phytic acid	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
pinitol	chemical drug	 	1	 	 	-1.000	6.42E-03	4.94E-02	pinitol	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
rutaecarpine	chemical - endogenous non-mammalian	 	1	 	biased	1.000	6.42E-03	2.01E-02	rutaecarpine	ABCA1	1 (1)	1	 	 	 	 	 	 	 	 	 	
sepantronium	chemical drug	 	1	 	biased	-1.000	6.42E-03	4.94E-02	sepantronium	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
EGR3	transcription regulator	 	1	 	 	0.000	8.08E-03	4.30E-02	EGR3	BCL2L1,BCL6	2 (1)	1	 	filgrastim	 	 	 	 	 	 	 	
ABCB6	transporter	 	1	 	 	-1.414	8.46E-03	2.30E-02	ABCB6	GLRX5,SLC25A37	2 (1)	1	 	 	 	 	 	 	 	 	 	
CTSD	peptidase	 	1	 	biased	1.000	9.62E-03	2.90E-02	CTSD	ABCA1	1 (1)	1	PI3K (family),PRL,TCR,tretinoin	hydroxypropyl-beta-cyclodextrin	 	 	 	 	 	 	 	
DUB	group	 	1	 	biased	1.000	9.62E-03	2.90E-02	DUB	ABCA1	1 (1)	1	 	betulinic acid	 	 	 	 	 	 	 	
ENO1	enzyme	 	1	 	biased	-1.000	9.62E-03	4.69E-02	ENO1	BCL2L1	1 (1)	1	filgrastim,PRL	CD 437,GAPDH	 	 	 	 	 	 	 	
ENPP1	enzyme	 	1	 	biased	1.000	9.62E-03	2.73E-02	ENPP1	ALPL	1 (1)	1	progesterone	GAPDH,TRPS1	 	 	 	 	 	 	 	
HSPH1	other	 	1	 	biased	1.000	9.62E-03	1.92E-02	HSPH1	BCL6	1 (1)	1	 	 	 	 	 	 	 	 	 	
Integrin alpha 4 beta 1	complex	 	1	 	biased	-1.000	9.62E-03	4.72E-02	Integrin alpha 4 beta 1	BCL2L1	1 (1)	1	 	 	 	 	 	 	 	 	 	
LSS	enzyme	 	1	 	biased	-1.000	9.62E-03	3.07E-02	LSS	ABCA1	1 (1)	1	 	WT1	 	 	 	 	 	 	 	
PLK3	kinase	 	1	 	biased	-1.000	9.62E-03	3.09E-02	PLK3	SIAH2	1 (1)	1	 	tretinoin	 	 	 	 	 	 	 	
PPP1R3C	phosphatase	 	1	 	biased	-1.000	9.62E-03	3.25E-02	PPP1R3C	SLC2A1	1 (1)	1	 	 	 	 	 	 	 	 	 	
PRMT7	enzyme	 	1	 	biased	-1.000	9.62E-03	2.67E-02	PRMT7	BCL6	1 (1)	1	 	 	 	IRF4,PRDM1	 	 	 	 	 	
RBM8A	other	 	1	 	biased	-1.000	9.62E-03	4.76E-02	RBM8A	BCL2L1	1 (1)	1	SRPK1,tretinoin	 	 	 	 	 	 	 	 	
SLC48A1	transporter	 	1	 	biased	1.000	9.62E-03	2.62E-02	SLC48A1	SLC2A1	1 (1)	1	 	 	 	 	 	 	 	 	 	
ethyl-3-trifluoromethylbenzyl-alpha-ketoglutarate	chemical reagent	 	1	 	biased	-1.000	9.62E-03	2.70E-02	ethyl-3-trifluoromethylbenzyl-alpha-ketoglutarate	SLC2A1	1 (1)	1	 	 	 	 	 	 	 	 	 	
hyodeoxycholic acid	chemical - endogenous mammalian	 	1	 	biased	1.000	9.62E-03	2.87E-02	hyodeoxycholic acid	ABCA1	1 (1)	1	 	 	 	 	 	 	 	 	 	
interferon beta-1b	biologic drug	 	1	 	biased	-1.000	9.62E-03	2.85E-02	interferon beta-1b	BSG	1 (1)	1	 	 	 	 	 	 	 	 	 	
mir-191	microRNA	 	1	 	biased	-1.000	9.62E-03	1.53E-02	mir-191	MXI1	1 (1)	1	 	 	 	 	 	 	 	 	 	
paxilline	chemical - endogenous non-mammalian	 	1	 	biased	1.000	9.62E-03	1.17E-02	paxilline	ABCA1	1 (1)	1	 	 	 	 	 	 	 	 	 	
