© 2000-2019 QIAGEN. All rights reserved.

Analysis Details for My Projects->AIH_DESeq2_formanuscript_041119->AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM
Workspace	My Projects
Project	AIH_DESeq2_formanuscript_041119
Analysis	AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM
Date	Sat Dec 29 20:24:02 PST 2018
Analysis ID	17253753

Experimental Metadata
projectname	AIH
organism	Human
case.tissue	Peripheral Blood
control.tissue	Peripheral Blood

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	down regulated -0.6 and up regulated 0.6
Cutoff for Expression qvalue	0.05
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
confidence = Experimentally Observed

Canonical Pathways for My Projects->AIH_DESeq2_formanuscript_041119->AIH_122018_~spl_plate+sex+age+case_hl_du_DEgenes_ALL - 2018-12-29 11:23 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
bupropion	chemical drug	 	3	Activated	 	2.429	4.28E-14	3.39E-02	4-methylnitrosoamino-1-(3-pyridinyl)-1-butanone,BCL2,BID,bupropion,Calcineurin protein(s),CASP3,CASP6,CDK2,CDK5,CYP2B6,CYP2D6,DICER1,DRD2,EIF2AK2,IL18,MAP3K1,PLA2G6,PRKCD,PTEN,SLC6A2,SLC6A3,SLC6A4,STAT3,tamoxifen	ACSL1,ALOX5AP,APOBEC3A,AQP9,ARG1,ASPH,BPGM,BSG,C3AR1,CACNA1C,CAMP,CMPK2,CSTA,ETS2,FCER1G,GADD45A,IFI27,IFI6,IFIT1,IFIT1B,IFIT2,IFIT3,IFITM3,IL18R1,IL18RAP,ISG15,KCNJ2,KLF1,LRG1,LTF,MMP9,MPO,MYBL2,NAIP,OAS3,OASL,PARP9,PLSCR1,PTPRS,PYGL,RALB,RGS2,RSAD2,SAT1,SERPINA1,SMOX,TFDP1,TSC22D3,TXN	49 (24)	18	 	 	 	 	SLC6A3	 	 	 	 	
IQGAP1	other	0.344	2	 	 	-1.408	4.28E-14	4.34E-02	Akt,CTNNB1,EGFR,ERK1/2,ESR1,IQGAP1,Mapk,MAPK1,NFATC2	A2M,ABCA1,ADM,ANXA3,ARG1,AZU1,B4GALT5,BCL2A1,CACNA1C,CD274,CMPK2,COL6A2,CSTA,DLG5,DOCK4,E2F2,FKBP5,FOXO3,FOXO4,GADD45A,HERC5,IFI44,IFI44L,IFI6,IFIT1,IFIT1B,IFIT2,IFIT3,IFITM2,IFITM3,IL1R1,IRS2,ISG15,KLF1,KLF5,LGALS3,LTF,MCF2L,MT2A,MYBL2,NFIL3,OAS1,OAS3,OASL,OSM,PER1,PLSCR1,PTPRS,RGS2,RSAD2,S100A8,SECTM1,SLC8A1,TGFA,TLR2,TMEM158,TNFAIP6,TPST1,TRIM22,TSC22D3,VNN1	61 (9)	8	phorbol myristate acetate	Calmodulin,dexamethasone	 	Akt,MAPK1	IFNG,NFATC2	 	 	 	 	
H2AFY	other	0.329	3	Inhibited	biased	-5.000	4.35E-14	1.09E-02	EIF2AK2,ERK,H2AFY,HISTONE,PARP1,TLR2,TLR4,TLR9	ABCA1,ARG1,CD274,CEBPD,CR1L,DUSP1,GADD45A,HERC5,IFI27,IFI44L,IFI6,IFIT1,IFIT1B,IFIT2,IFIT3,IFITM2,IFITM3,IRAK3,IRS2,ISG15,KLF5,LCN2,MMP9,MPO,OAS1,OAS3,PARP9,PLSCR1,RSAD2,S100A8,SOCS3,SORT1,TGFA,TLR2,TLR4,TREM1	36 (8)	7	 	PTEN	 	ABCA1,SLC2A1,SLC2A2,SLC2A4	HISTONE,IRF7,PLAU,SERPINB2	 	 	 	 	
CMKLR1	G-protein coupled receptor	0.010	2	Inhibited	biased	-4.110	4.37E-14	5.90E-03	CMKLR1,MAPK1,MAPK3,NFkB (complex)	ADM,B4GALT5,BCL2A1,CAMP,CD274,CEBPD,CLEC4E,CSTA,DUSP1,FCGR1A,GADD45A,GBP1,HERC5,IFI27,IFI44,IFI6,IFIT1,IFIT2,IFIT3,IFITM3,ISG15,LCN2,LGALS3,MYBL2,OAS1,OAS3,OASL,OSM,PLSCR1,RSAD2,SECTM1,SLC22A4,SOCS3,TLR2,TMEM158,TNFAIP6,TRIM22	37 (4)	3	5-O-mycolyl-beta-araf-(1->2)-5-O-mycolyl-alpha-araf-(1->1')-glycerol,dexamethasone,PPIF	 	 	IL6,MAPK1,SLC2A4	 	 	 	 	 	
DPP4	peptidase	-0.249	2	 	 	1.852	4.53E-14	1.69E-02	DPP4,ERK,ERK1/2,GCG,GIP,ITGB1,MAPK1,MAPK3,P38 MAPK,PARP1,ZAP70	ABCA1,ADAMTS2,B4GALT5,BATF2,CACNA1C,CD274,CEBPD,CSTA,FKBP5,FOXO3,GBP1,HERC5,IFI27,IFI44,IFI6,IFIT1,IFIT2,IFIT3,IFITM3,IRS2,ISG15,KLF5,LCN2,LGALS3,MYBL2,OAS1,OAS3,OASL,OSM,PLSCR1,RGS2,SECTM1,SLC8A1,SOCS3,SORT1,TLR2,TLR4,TMEM158,TNFAIP6,TRIM22,TSC22D3,VNN1	42 (11)	10	ACOX1,CCL11,IFN Beta,IFNA2,IL1B,IL21,inosine,NPY,PREP,tretinoin	clofibrate,di(2-ethylhexyl) phthalate,HOXA10,STAT3,Tetanospasmin	 	IL10,ITGB1	CSF,IL1RN,MAPK1,MMP2,PLAU	 	 	 	 	
fluticasone propionate	chemical drug	 	1	Activated	 	2.065	4.64E-14	1.00E-04	fluticasone propionate	ADM,AQP9,CAMP,CD163,CHIT1,FKBP5,IFI27,IFIT1,IL1R2,IRS2,MMP9,MT2A,S100A8,SERPINA1,SLA,TCN2,TPST1,TSC22D3,VSIG4	19 (1)	1	 	 	 	C3,CCL20,CSF2RA,FBLN5,IL10,MERTK,S100A8,SERPINB2,SLA,SLAMF1	CSF2,CXCL10,CXCL9,DEFB4A/DEFB4B,IFN Beta,IL13,IL1RN,IRF8,MUC5AC,PLAU,STAT1,TGM2,TSLP	 	 	 	 	
PTPN7	phosphatase	-0.058	2	 	biased	1.183	4.78E-14	3.30E-03	CDH2,ERK,ERK1/2,MAPK1,MAPK3,PTPN7	ABCA1,B4GALT5,BCL2A1,CACNA1C,CEBPD,CSTA,DUSP1,FKBP5,GBP1,HERC5,IFI27,IFI44,IFI6,IFIT1,IFIT2,IFIT3,IFITM3,IRS2,ISG15,KLF5,LCN2,LGALS3,MMP9,MYBL2,OAS1,OAS3,OASL,OSM,PLSCR1,SECTM1,SORT1,TGFA,TMEM158,TRIM22,VNN1	35 (6)	5	lipopolysaccharide	triamcinolone acetonide	 	 	CDH2,MAPK1	 	 	 	 	
Ptk	group	 	2	 	biased	-1.183	4.99E-14	7.80E-03	Integrin,MAPK1,MAPK14,MAPK3,MST1R,PI3K (complex),PTK,PTK2,STAT	A2M,ABCA1,ALOX5AP,ARG1,B4GALT5,CEBPD,CSTA,DUSP1,GADD45A,GBP1,HERC5,IFI27,IFI44,IFI6,IFIT1,IFIT2,IFIT3,IFITM3,ISG15,LCN2,LGALS3,MMP9,MT2A,MYBL2,OAS1,OAS3,OASL,OSM,PLSCR1,SECTM1,SOCS3,TLR4,TMEM158,TREM1,TRIM22	35 (9)	8	CSF1R,HSPH1,lipopolysaccharide	sunitinib,tyrphostin AG 18	 	DOK1,IL6,MAPK1,Nfat (family)	 	 	 	 	 	
FBLN5	other	-0.261	2	 	biased	-1.219	5.03E-14	1.30E-03	FBLN5,MAPK1,MAPK3,MMP9,P38 MAPK	ABCA1,B4GALT5,BATF2,BCL2A1,CEBPD,CSTA,DUSP1,HERC5,IFI27,IFI44,IFI6,IFIT1,IFIT2,IFIT3,IFITM3,ISG15,KLF5,LGALS3,MATK,MMP9,MYBL2,OAS1,OAS3,OASL,OSM,PLSCR1,SECTM1,SERPINA1,SLC8A1,SOCS3,TLR2,TMEM158,TRIM22	33 (5)	4	fluticasone propionate,TWIST2,VCAN	 	 	MAPK1,MMP2	 	 	 	 	 	
GRK6	kinase	0.132	2	 	 	0.302	5.06E-14	3.70E-02	C5AR1,CCR5,EDNRB,EGFR,ERK1/2,F2R,GRK6,RHO,SNCA,STAT3	A2M,ABCA1,ADM,ARG1,BCL2A1,BCL6,CACNA1C,CD24,CD274,CDKN2D,CEBPD,CMPK2,COL6A2,E2F2,FCGR1A,FKBP5,GADD45A,GBP1,HMGB2,HP,IFIT1,IFIT1B,IFIT2,IFIT3,IFITM2,IFITM3,IL18R1,IRS2,ISG15,LCN2,LTF,MMP8,MYBL2,MYL4,OAS1,OASL,PLSCR1,RSAD2,SERPINA1,SERPING1,TFDP1,TGFA,TPST1,VNN1	44 (10)	9	 	Calmodulin	 	ADRA1B,C5AR1,CHRM2,EDNRA,SLC6A3,STAT3	ADRB2,DRD2,GRM1,IgG,Immunoglobulin	 	 	 	 	
RLN2	other	 	2	 	biased	0.617	5.21E-14	3.93E-02	ADCY,ERK1/2,MAPK1,MAPK3,NFkB (complex),NFKB1,RLN2	A2M,ABCA1,ADM,B4GALT5,BCL2A1,CACNA1C,CAMP,CD274,CEBPD,CLEC4E,CSTA,DUSP1,FCGR1A,FKBP5,GADD45A,IFI27,IFI44,IFI6,IFIT1,IFIT2,IFIT3,IFITM3,IRS2,ISG15,LCN2,LGALS3,MYBL2,OAS1,OAS3,OASL,OSM,PLSCR1,RSAD2,SECTM1,SLC22A4,SOCS3,TLR2,TMEM158,TNFAIP6,TRIM22,TXN,VNN1	42 (7)	6	 	 	 	MAPK1,MMP2	Collagen(s),SMAD2,TGFB2	 	 	 	 	
DRD2	G-protein coupled receptor	 	2	Activated	 	3.939	5.39E-14	3.48E-02	ADCY,ADORA2A,Akt,AKT1,CREB1,DRD2,EGFR,ERK,ERK1/2,Mapk,MAPK1,MAPK3,PP2A,PRKCE,PRL,RAF1,STAT3	ANXA3,CDA,CDKN2D,CMPK2,COL6A2,CSTA,E2F2,EPSTI1,FCER1G,FCGR1A,FKBP5,FOXO3,GBP1,HERC5,HP,IFI27,IFI44,IFI44L,IFI6,IFIT1,IFIT1B,IFIT2,IFIT3,IFITM2,IL18R1,IRS2,ISG15,KCNJ2,LCN2,LGALS3,LTF,LY6E,MCF2L,NFIL3,OAS3,OASL,OSM,PER1,PLSCR1,RALB,RGS2,RSAD2,SAT1,SECTM1,SELENBP1,SERPINA1,SIAH2,SLC8A1,SORT1,TFDP1,TLR2,TMEM158,TPST1,TRIM22,TSC22D3,TSPOAP1,TXN,VNN1	58 (17)	17	amphetamine,CNR1,GDNF,GNAO1,quinpirole,tretinoin	fluoxetine,GRK6,olanzapine	 	ADCY5,Akt	BAX,CCL2,MAPK1,PRL,STAT3	 	 	 	 	
1beta,25-dihydroxyvitamin D3	chemical drug	 	2	 	 	1.461	5.60E-14	6.00E-04	1beta,25-dihydroxyvitamin D3,MAPK1,PI3K (complex)	ABCA1,ALOX5AP,CSTA,DUSP1,GBP1,HERC5,IFI27,IFI44,IFI6,IFIT1,IFIT2,IFIT3,IFITM3,ISG15,LCN2,LGALS3,MMP9,MT2A,MYBL2,OAS1,OAS3,OASL,OSM,PLSCR1,SECTM1,SOCS3,TLR4,TMEM158,TREM1,TRIM22	30 (3)	2	 	 	 	Alp	MAPK1	 	 	 	 	
diadenosine triphosphate	chemical - endogenous mammalian	 	2	Inhibited	biased	-2.191	5.60E-14	4.00E-04	diadenosine triphosphate,MAPK1,MAPK3,RAF1	B4GALT5,BCL6,CSTA,DUSP1,GBP1,HERC5,IFI27,IFI44,IFI6,IFIT1,IFIT2,IFIT3,IFITM3,IL1R1,ISG15,LGALS3,MCF2L,MMP9,MYBL2,OAS1,OAS3,OASL,OSM,PLSCR1,SECTM1,SELENBP1,TMEM158,TRIM22,TSPOAP1,TUBB2A	30 (4)	3	 	 	 	MAPK1	 	 	 	 	 	
tyrphostin AG 18	chemical - kinase inhibitor	 	2	 	biased	0.845	5.69E-14	5.60E-03	ERK1/2,MAPK1,MAPK3,PI3K (complex),tyrphostin AG 18	ALOX5AP,B4GALT5,BCL2A1,CACNA1C,CSTA,DUSP1,FKBP5,GBP1,HERC5,IFI27,IFI44,IFI6,IFIT1,IFIT2,IFIT3,IFITM3,IRS2,ISG15,LCN2,LGALS3,MMP9,MT2A,MYBL2,OAS1,OAS3,OASL,OSM,PLSCR1,SECTM1,SOCS3,TLR4,TMEM158,TREM1,TRIM22,VNN1	35 (5)	4	 	 	 	 	IL6,MAPK1,PTK,TAGLN	 	 	 	 	
MAP2K7	kinase	0.203	2	Activated	biased	4.522	5.75E-14	3.72E-02	Ap1,FADD,JINK1/2,Jnk,JUN,MAP2K7,MAPK1,MAPK10,MAPK8,NFE2L2,P38 MAPK	A2M,ABCA1,B4GALT5,BATF2,BCL2A1,C3AR1,CAMP,CEBPD,CREG1,CSTA,CXCL16,FKBP5,FOXO3,FOXO4,GBP1,HERC5,IFI27,IFI44,IFI6,IFIT1,IFIT1B,IFIT2,IFIT3,IFITM3,IL1RL1,IRS2,ISG15,KLF5,LGALS3,MATK,MMP8,MYBL2,NFIL3,OAS1,OAS3,OASL,OSM,PLSCR1,SECTM1,SLC8A1,SOCS3,TCN2,TLR2,TMEM158,TRIM22,TSC22D3,TXN	47 (11)	11	budesonide,FAS,IL1B,IL3,lipopolysaccharide,MAP3K7,peptidoglycan	E. coli B5 lipopolysaccharide	 	CXCL10,FADD,IFN Beta,MAPK13,NPPA,PLAU	MAPK1	 	 	 	 	
FGF5	growth factor	 	2	 	biased	0.302	5.78E-14	3.14E-02	FGF5,FGFR2,MAPK1,MAPK3,NFkB (complex),RAF1,RAS	ADM,BCL2A1,BCL6,CA4,CAMP,CD274,CEBPD,CLEC4E,CSTA,DUSP1,FCGR1A,GADD45A,GBP1,GRB10,IFI27,IFI44,IFI6,IFIT1,IFIT2,IFIT3,IFITM3,IL1R1,ISG15,LCN2,LGALS3,MCF2L,MMP9,MYBL2,OAS1,OAS3,OASL,OSM,PLSCR1,RSAD2,SECTM1,SELENBP1,SLC22A4,SOCS3,TLR2,TMEM158,TNFAIP6,TRIM22,TSPOAP1,TUBB2A	44 (7)	6	CCL11,TCF7L1,tretinoin	dexamethasone,SIRT1	 	CSF3,Fgfr,MAPK1	 	 	 	 	 	
olanzapine	chemical drug	 	2	 	 	-0.973	6.34E-14	1.64E-02	ADCY,AMPK,DRD2,ERK,GABRA2,GSK3B,JAK2,MAP2K1/2,MAPK1,MAPK3,olanzapine	B4GALT5,BCL2A1,CEBPD,CSTA,DUSP1,FOXO3,GBP1,HERC5,IFI27,IFI44,IFI6,IFIT1,IFIT2,IFIT3,IFITM3,IRS2,ISG15,KCNJ2,KLF5,LCN2,LGALS3,MYBL2,OAS1,OAS3,OASL,OSM,PLSCR1,RGS2,S100A8,S100A9,SECTM1,SOCS3,SORT1,TGFA,TLR4,TMEM158,TRIM22,TXN	38 (11)	11	 	 	 	ACKR2,MAPK1,RGS19,S100A8,S100A9,SNCG,tretinoin	ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRB1,ADRB2,CHRM2,DRD2,DRD5,GABRA2,HTR1B,IL23A	 	 	 	 	
L-threo-safingol	chemical drug	 	2	 	 	0.316	6.35E-14	4.18E-02	Akt,ERK1/2,JUN,L-threo-safingol,MAPK1,Pkc(s),PRKCA	A2M,BCL6,C3AR1,CAMP,CD274,CXCL16,DUSP1,FOXO3,GBP1,HERC5,IFI27,IFI44,IFI6,IFIT2,IFITM3,IL1R1,IL1RL1,ISG15,KCNJ2,LCN2,LGALS3,MMP8,MT2A,MYBL2,NFIL3,OAS1,OAS3,OSM,PER1,PLSCR1,RGS2,RSAD2,S100A8,S100A9,SECTM1,SOCS3,TLR2,TMEM158,TRIM22,VNN1	40 (7)	6	 	 	 	Akt	MAPK1,PRKCA	 	 	 	 	
DAB2	other	-0.207	2	 	 	1.372	6.36E-14	4.90E-02	Akt,Ap1,DAB2,ERK,ERK1/2,GATA4,JINK1/2,Jnk,Mapk,MAPK1,P38 MAPK	ABCA1,ADM,ASPRV1,B4GALT5,BATF2,BCL6,CACNA1C,CAMP,CD274,CSTA,FKBP5,FOXO3,FOXO4,GADD45A,HERC5,IFI27,IFI44,IFI6,IFIT1,IFIT2,IFIT3,IFITM3,IL1R1,ISG15,KCNJ2,LCN2,LGALS3,MT2A,MYBL2,MYL4,NFIL3,OAS1,OAS3,OASL,OSM,PER1,SECTM1,SORT1,TGFA,TLR2,TMEM158,TRIM22,VNN1	43 (11)	10	DOCK8,IL1B,NFATC2,phorbol myristate acetate,SAMSN1,SPI1,TNFSF11,tretinoin	IRF8,RASSF1	 	BECN1,SMAD2	Akt	 	 	 	 	
perifosine	chemical drug	 	2	 	 	-1.677	6.36E-14	4.70E-02	Akt,AKT1,ERK,ERK1/2,Jnk,JUN,MAPK1,Mek,perifosine	A2M,ABCA1,ADM,B4GALT5,BCL2A1,BCL6,C3AR1,CACNA1C,CAMP,CD274,CXCL16,DUSP1,FKBP5,FOXO3,GADD45A,GBP1,HERC5,IFI27,IFI44,IFI6,IFIT1,IFIT2,IFIT3,IFITM3,IL1R1,IL1RL1,ISG15,KLF5,LGALS3,MMP8,NFIL3,OAS1,OAS3,OASL,OSM,SECTM1,SOCS3,SORT1,TGFA,TLR2,TMEM158,TRIM22,VNN1	43 (9)	8	 	 	 	MAPK1	Akt	 	 	 	 	
ladostigil	chemical drug	 	2	 	 	-1.976	6.45E-14	8.00E-04	ladostigil,Mapk,MAPK1,MAPK3,Pkc(s)	ABCA1,ADM,B4GALT5,CACNA1C,CSTA,DUSP1,GADD45A,GBP1,HERC5,IFI27,IFI44,IFI6,IFIT1,IFIT2,IFIT3,IFITM3,ISG15,KCNJ2,LGALS3,MMP9,MYBL2,OAS1,OAS3,OASL,OSM,PER1,PLSCR1,RGS2,SECTM1,TMEM158,TRIM22	31 (5)	4	 	 	 	MAPK1	BAX	 	 	 	 	
PLA2G5	enzyme	 	2	 	 	-0.845	6.49E-14	6.20E-03	ERK1/2,MAPK1,MAPK14,MAPK3,PLA2G5,PROC	ALOX5AP,B4GALT5,CACNA1C,CEBPD,CSTA,DUSP1,F5,FKBP5,GADD45A,GBP1,HERC5,IFI27,IFI44,IFI6,IFIT1,IFIT2,IFIT3,IFITM3,IRS2,ISG15,LGALS3,MPO,MYBL2,OAS1,OAS3,OASL,OSM,PLSCR1,SECTM1,SOCS3,TLR2,TLR4,TMEM158,TRIM22,VNN1	35 (6)	5	IL1B,KNG1,lipopolysaccharide	2',3'-dialdehyde ATP,CFTR	 	Collagen(s),MAPK1,prostaglandin D2	PROC	 	 	 	 	
(-)-isoproterenol	chemical drug	 	2	 	biased	-0.973	6.59E-14	5.80E-03	(-)-isoproterenol,EGFR,ERK1/2,MAPK1,MAPK3	ABCA1,ARG1,B4GALT5,BCL2A1,BCL6,CACNA1C,COL6A2,CSTA,DUSP1,E2F2,FKBP5,GADD45A,HERC5,IFI27,IFI44,IFI6,IFIT1,IFIT2,IFIT3,IFITM3,IRS2,ISG15,LCN2,LGALS3,MMP9,MYBL2,OAS1,OAS3,OASL,OSM,PLSCR1,SECTM1,SOCS3,TGFA,TMEM158,TPST1,TRIM22,VNN1	38 (5)	4	 	 	 	ADRB1,MAPK1,MMP2	 	 	 	 	 	
leuprolide	biologic drug	 	2	Inhibited	 	-3.212	6.78E-14	6.30E-03	AKT1,CYP19A1,leuprolide,MAPK1,MAPK3,PI3K (complex)	ABCA1,ALOX5AP,B4GALT5,BCL2A1,CEBPD,CSTA,GBP1,HERC5,IFI27,IFI44,IFI6,IFIT1,IFIT2,IFIT3,IFITM3,IRS2,ISG15,LCN2,LGALS3,MMP9,MT2A,MYBL2,OAS1,OAS3,OASL,OSM,PLSCR1,SECTM1,SOCS3,SORT1,TGFA,TLR4,TMEM158,TREM1,TRIM22	35 (6)	6	 	 	 	BAX,MAPK1,MMP2	 	 	 	 	 	
DGKQ	kinase	-0.212	3	Inhibited	 	-3.286	6.85E-14	2.53E-02	AHR,Akt,AKT1,DGKQ,GSK3B,L-tyrosine,MAPK1,MTOR,MTORC2,PI3K (complex),Pkc(s),RICTOR,SGK1	ADAMTS2,ALOX5AP,B4GALT5,BCL2A1,BCL6,BSG,CACNA1C,CD274,CDKN2D,CSTA,FKBP5,FOXO3,GBP1,HERC5,HP,IFI27,IFI44,IFI6,IFIT1,IFIT2,IFIT3,IFITM3,IL1R1,IRS2,ISG15,KCNJ2,LCN2,LGALS3,MT2A,MYBL2,NFIL3,OAS1,OAS3,OASL,OSM,PER1,PLSCR1,RGS2,SECTM1,SERPINA1,SLC1A5,SLC8A1,SOCS3,SORT1,TLR2,TLR5,TMEM158,TREM1,TRIM22	49 (13)	11	 	 	 	 	MTORC2	 	 	 	 	
carbonyl cyanide p-(trifluoromethoxy)phenylhydrazone	chemical reagent	 	2	Inhibited	 	-2.828	7.39E-14	5.00E-04	AMPK,carbonyl cyanide p-(trifluoromethoxy)phenylhydrazone,MAPK1,MAPK3,PRKCD,SOD2	ABCA1,APOBEC3A,B4GALT5,BCL2A1,CSTA,CXCL16,DUSP1,ETS2,FOXO3,GBP1,HERC5,IFI27,IFI44,IFI6,IFIT1,IFIT2,IFIT3,IFITM3,ISG15,KLF5,LGALS3,MMP8,MYBL2,OAS1,OAS3,OASL,OSM,PLSCR1,SECTM1,TLR2,TMEM158,TRIM22	32 (6)	5	 	 	 	MAPK1	IFNG	 	 	 	 	
Ephb	group	 	2	Inhibited	 	-2.333	7.53E-14	4.40E-03	Ephb,HRAS,MAPK1,MAPK14,MAPK3,PTK2,RAS,RHOA	A2M,ABCA1,ADM,ALOX5AP,ANXA3,B4GALT5,CD274,CEBPD,CSTA,GADD45A,GBP1,HERC5,IFI27,IFI44,IFI6,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,IL1RL1,ISG15,KLF5,LGALS3,MMP9,MYBL2,OAS1,OAS3,OASL,OSBP2,OSM,PLSCR1,PTPRS,SECTM1,TMEM158,TRIM22	36 (8)	7	 	 	 	MAPK1	 	 	 	 	 	
NMBR	G-protein coupled receptor	 	2	Inhibited	 	-2.414	7.98E-14	2.00E-04	MAPK1,NMBR,RAF1	BCL6,CSTA,DUSP1,GBP1,HERC5,IFI27,IFI44,IFI6,IFIT1,IFIT2,IFIT3,IFITM3,IL1R1,ISG15,LGALS3,MCF2L,MMP9,MYBL2,OAS1,OAS3,OASL,OSM,PLSCR1,SECTM1,SELENBP1,TMEM158,TRIM22,TSPOAP1,TUBB2A	29 (3)	2	 	 	 	MAPK1	 	 	 	 	 	
FLOT1	other	0.455	2	 	biased	-1.372	8.38E-14	2.15E-02	ALK,ERK1/2,FLOT1,FOXO3,STAT3	A2M,ABCA1,ADM,ANXA3,BCL2A1,BCL6,CACNA1C,CD274,CDKN2D,CEBPD,CMPK2,FCER1G,FKBP5,GADD45A,HP,IFIT1,IFIT1B,IFIT2,IFIT3,IFITM2,IFITM3,IL18R1,IRS2,ISG15,LCN2,LTF,MMP9,OAS1,OASL,RSAD2,SERPINA1,SOCS3,TFDP1,VNN1	34 (5)	4	 	IL13	 	IFN Beta	STAT3	 	 	 	 	
ADRA2A	G-protein coupled receptor	-0.170	2	 	biased	-0.617	8.48E-14	3.88E-02	ADRA2A,EGFR,ERK,ERK1/2,Mapk,MAPK1,MAPK3,RAS,SRC	ABCA1,ARG1,BCL2A1,BCL6,CACNA1C,CD274,CEBPD,COL6A2,CSTA,DUSP1,E2F2,FKBP5,GADD45A,HERC5,IFI27,IFI44,IFI6,IFIT1,IFIT2,IFIT3,IFITM3,IRS2,ISG15,KLF5,LCN2,LGALS3,MMP9,MYBL2,OAS1,OAS3,OASL,OSM,PER1,PLSCR1,SECTM1,SOCS3,SORT1,TGFA,TMEM158,TPST1,TRIM22,VNN1	42 (9)	8	alpha-methyl dopa,benzphetamine,ephedrine,lipopolysaccharide,mephentermine,metaraminol,naphazoline,phenylpropanolamine,propylhexedrine,xylometazoline	alfuzosin,bisoprolol,bunazosin,cirazoline,dapiprazole,dexamethasone,dexmedetomidine,E. coli serotype 0127B8 lipopolysaccharide,fluoxetine,IFNG,olanzapine,oxymetazoline,prazosin,terazosine,tolazoline	 	MAPK1,Shc	 	 	 	 	 	
bexarotene	chemical drug	 	2	 	 	-0.667	8.53E-14	2.39E-02	bexarotene,LPL,Rxr,RXRA,STAT3	A2M,ABCA1,ADM,BCL6,CD274,CDKN2D,CEBPD,CMPK2,DUSP1,FCER1G,GADD45A,GBP1,HP,IFIT1,IFIT1B,IFIT2,IFIT3,IFITM2,IFITM3,IL18R1,IRS2,ISG15,LCN2,LTF,MMP9,OAS1,OASL,RSAD2,S100A8,S100A9,SERPINA1,SIAH2,SOCS3,TFDP1,TGFA,TSC22D3	36 (5)	5	 	 	 	ABCA1,ACOX1,CFD,GDNF,MERTK,Mt3,NTRK2,S100A9,TGFB2,TGM2	ADRB2,CCL2,CEBPG,CTH,EPHA2,IL1B,NOS2,STAT3,VCAM1	 	 	 	 	
TPD52	other	-0.382	2	 	biased	0.870	8.82E-14	2.77E-02	Akt,GSK3B,STAT3,TPD52	ADM,B4GALT5,CD274,CDKN2D,CEBPD,CMPK2,FCER1G,FKBP5,FOXO3,HP,IFIT1,IFIT1B,IFIT2,IFIT3,IFITM2,IFITM3,IL18R1,IL1R1,IRS2,ISG15,LCN2,LTF,MMP9,MT2A,NFIL3,OAS1,OASL,RSAD2,SERPINA1,SLC8A1,SOCS3,TFDP1,TLR2	33 (4)	3	Salmonella enterica serotype abortus equi lipopolysaccharide,STAT4	 	 	Akt,STAT3	 	 	 	 	 	
ITGA1	other	-0.019	2	Inhibited	biased	-3.130	8.91E-14	3.75E-02	EGFR,ERK,ERK1/2,ITGA1,Mapk,MAPK1,MAPK14,P38 MAPK,RAF1,SHC1	ALOX5AP,ARG1,BATF2,BCL2A1,BCL6,CACNA1C,COL6A2,E2F2,FGD4,FKBP5,GADD45A,GBP1,HERC5,HMGB2,IFI27,IFI44,IFI6,IFIT1,IFIT2,IFIT3,IFITM3,IL1R1,IRS2,ISG15,LGALS3,MCF2L,MMP9,OAS1,OAS3,OASL,OSM,PER1,PLSCR1,SECTM1,SELENBP1,SLC8A1,SORT1,TLR2,TMEM158,TPST1,TRIM22,TSPOAP1,TUBB2A,TXN,VNN1	45 (10)	10	CCL11,CCL2,Collagen type I,CXCL10,PRL,Pro-inflammatory Cytokine,tretinoin	EZH2,miR-199a-5p (and other miRNAs w/seed CCAGUGU),sunitinib	 	IFNG,IL10,MAPK1,TNFSF11	MMP2	 	 	 	 	
RAP2B	enzyme	0.024	2	Inhibited	 	-2.828	8.96E-14	6.00E-04	HRAS,MAPK1,MAPK3,RAP2B	A2M,ADM,ANXA3,B4GALT5,CSTA,GBP1,HERC5,IFI27,IFI44,IFI6,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,IL1RL1,ISG15,KLF5,LGALS3,MMP9,MYBL2,OAS1,OAS3,OASL,OSBP2,OSM,PLSCR1,PTPRS,SECTM1,SOCS3,TMEM158,TRIM22	32 (4)	3	 	IFNG	 	MAPK1,PLCE1	 	 	 	 	 	
