© 2000-2019 QIAGEN. All rights reserved.

Analysis Details for My Projects->AIH_DESeq2_formanuscript_041119->AIH_012919_~spl_plate+sex+age+fibrosis_groups_DEgenes_ALL - 2019-01-29 09:37 PM->AIHnocirrhosis-vs-healthy
Workspace	My Projects
Project	AIH_DESeq2_formanuscript_041119
Analysis	AIHnocirrhosis-vs-healthy
Date	Tue Jan 29 21:37:22 PST 2019
Analysis ID	17364207

Experimental Metadata
projectname	AIH
organism	Human
case.tissue	Peripheral blood

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	down regulated -0.6 and up regulated 0.6
Cutoff for Expression qvalue	0.05
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
confidence = Experimentally Observed

Canonical Pathways for My Projects->AIH_DESeq2_formanuscript_041119->AIH_012919_~spl_plate+sex+age+fibrosis_groups_DEgenes_ALL - 2019-01-29 09:37 PM->AIHnocirrhosis-vs-healthy
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
DL 017	chemical drug	 	3	 	biased	0.522	1.91E-14	3.80E-03	ADRA1A,ADRA1B,ADRA1D,DL 017,ERK1/2,Jnk,MAPK14,MAPK3,MAPK8,PI3K (complex),STAT3,TGM2	ADM,ALPL,AQP9,B4GALT5,CD274,CEBPD,CXCL16,DAAM2,DUSP1,FCER1G,FKBP5,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,IL18R1,IRS2,LCN2,LILRA5,LTF,LY6E,MMP8,NLRC4,OASL,RSAD2,S100A8,SOCS3,TLR4,TREM1,TRIM22,TSC22D3,VNN1	33 (12)	8	 	 	 	 	ADRA1B	 	 	 	 	
UK-294315	chemical drug	 	3	 	biased	0.522	1.91E-14	3.80E-03	ADRA1A,ADRA1B,ADRA1D,ERK1/2,Jnk,MAPK14,MAPK3,MAPK8,PI3K (complex),STAT3,TGM2,UK-294315	ADM,ALPL,AQP9,B4GALT5,CD274,CEBPD,CXCL16,DAAM2,DUSP1,FCER1G,FKBP5,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,IL18R1,IRS2,LCN2,LILRA5,LTF,LY6E,MMP8,NLRC4,OASL,RSAD2,S100A8,SOCS3,TLR4,TREM1,TRIM22,TSC22D3,VNN1	33 (12)	8	 	 	 	 	ADRA1B	 	 	 	 	
STAR	transporter	-0.312	3	Inhibited	biased	-3.773	1.91E-14	6.40E-03	AKT1,BAX,BCL2,BCL2L1,ERK1/2,IRF3,Jnk,JUN,LIPE,PI3K (complex),STAR,TRAF2	ABCA1,ACSL1,ADM,B4GALT5,C3AR1,CD274,CDKN1A,CEBPD,COL6A2,CXCL16,DUSP1,FCGR1A,FKBP5,GADD45A,GBP1,IFI27,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,LCN2,MMP8,OASL,PLBD1,PLSCR1,RSAD2,SLC8A1,SOCS3,SORT1,TLR4,TPST1,TREM1,VNN1	34 (12)	11	BMPR1A,CEBPA,FGF9,fluconazole,GNAQ,HDL,LDL,phorbol myristate acetate,poly rI:rC-RNA,PRKCA,PRL,SMARCA1,tretinoin,UCN	cycloheximide,dexamethasone,ethanol,Ifn,IFNG,IL1B,lipopolysaccharide,nordihydroguaiaretic acid,SB203580	 	 	BAX	 	 	 	 	
apraclonidine	chemical drug	 	3	 	biased	1.000	1.99E-14	6.10E-03	ADRA1A,ADRA1B,ADRA1D,ADRA2B,ADRA2C,apraclonidine,ERK1/2,Jnk,MAPK1,MAPK14,MAPK3,MAPK8,PI3K (complex),STAT3,TGM2	ADM,ALPL,AQP9,B4GALT5,CD274,CEBPD,CXCL16,DAAM2,DUSP1,FCER1G,FKBP5,GBP1,IFI27,IFIT1,IFIT2,IFIT3,IFITM2,IL18R1,IRS2,LCN2,LILRA5,LTF,LY6E,MMP8,NLRC4,OASL,OSM,RSAD2,S100A8,SECTM1,SOCS3,TLR4,TREM1,TRIM22,TSC22D3,VNN1	36 (15)	9	 	 	 	 	ADRA1B	 	 	 	 	
tretinoin	chemical - endogenous mammalian	 	1	Activated	biased	3.893	2.06E-14	1.30E-03	tretinoin	ABCA1,ACSL1,ADM,ALPL,AQP9,ARG1,BCL6,C3AR1,CD274,CDKN1A,DAAM2,DUSP1,FCAR,FCER1G,IFI27,IFIT1,IFIT2,IFIT3,IL1R1,KCNJ2,LCN2,LILRA5,LTF,LY6E,MMP8,MPO,NLRC4,OASL,PLSCR1,RALB,S100A8,S100A9,SERPING1,SRGN,TLR2,TLR5,TRIM22,TSC22D3	38 (1)	1	 	ethanol	 	ABCA1,ACKR2,ACOX1,ACSL1,APLN,APOC3,ATP2A3,BAX,BMPR1A,BRCA1,C3,CD244,Cdc42,CDK5,CEBPE,CFTR,CHKA,CSF1R,CSF2,CSF3,CSF3R,CXCL10,DDX58,DPP4,EIF2AK2,FABP4,FABP5,FGF5,FGR,hemoglobin,HOXA10,HOXA3,IFNG,IL12B,IL12RB2,IL1B,Interferon alpha,IRF1,IRF9,isotretinoin,KLF5,let-7,LIMK1,mir-148,mir-223,MRAS,MSLN,NOS2,PADI4,PARP9,PRKCA,PRL,PTGDS,RARRES3,S100A8,S100A9,SLA,SLC2A4,SOCS1,SP110,SPI1,STAR,STAT1,STAT2,STAT6,TAF6,TGFB2,TGM2,TNFSF11,ZFHX3	CA2,CEBPA,Collagen Alpha1,CTSC,IFNA4,IL10,IL13,IL17A,IL6,KRT5,MAPK1,MC1R,miR-146a-5p (and other miRNAs w/seed GAGAACU),mir-33,MMP2,MSC,NPPA,PGR,SMAD2,TLR5	 	 	 	 	
AZI2	other	0.107	2	Activated	biased	4.472	2.22E-14	1.00E-04	AZI2,IRF3,IRF7,TBK1	B4GALT5,CD274,FCGR1A,GBP1,IFI27,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,LCN2,LILRA5,OASL,PLSCR1,RSAD2,S100A8,TLR2,TLR4,TPST1,TRIM22	20 (4)	3	 	 	 	IFN Beta,IL6,Interferon alpha,IRF3,IRF7	 	 	 	 	 	
EPHA2	kinase	-1.126	2	Inhibited	 	-2.000	2.44E-14	1.00E-03	Akt,EPHA2,ERK,ERK1/2,estrogen receptor,HRAS,MAP2K1,MAPK1,PTPN11,RAF1	ABCA1,ADM,ANXA3,BCL6,CD24,CEBPD,COL6A2,ELANE,FKBP5,IFI27,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,IRS2,LTF,LY6E,MPO,NFIL3,OASL,OSM,PLSCR1,PTPRS,SAT1,SECTM1,SLC8A1,SOCS3,SORT1,TLR2,TLR4,TRIM22,TSC22D3,TSPOAP1,TUBB2A,VNN1	36 (10)	9	phorbol myristate acetate	bexarotene,HIC1	 	BAX	MAPK1	 	 	 	 	
SDC4	other	0.151	2	 	 	1.616	2.54E-14	1.60E-03	ATF2,ERK,P38 MAPK,PRKCA,RELA,SDC4,SOX9,SPP1,TGM2,TNC	ABCA1,ALPL,AQP9,ARG1,BATF2,BCL6,CD163,CD274,DAAM2,ETS2,FCER1G,GADD45A,IFIT1,IFIT2,IFIT3,LCN2,LILRA5,LY6E,MMP8,NLRC4,OASL,PLSCR1,RSAD2,S100A8,S100A9,SLC8A1,SOCS3,SORT1,TLR4,TRIM22,VNN1	31 (10)	9	5-O-mycolyl-beta-araf-(1->2)-5-O-mycolyl-alpha-araf-(1->1')-glycerol,fluticasone propionate,lipopolysaccharide,poly rI:rC-RNA,TNFSF11	phorbol myristate acetate	 	TGM2	 	 	 	 	 	
CACTIN	other	-0.200	2	Inhibited	biased	-4.811	2.83E-14	3.00E-04	CACTIN,IRF3,IRF7,NFkB (complex)	ADM,B4GALT5,CD274,CDKN1A,CEBPD,CLEC4E,FCGR1A,GADD45A,GBP1,IFI27,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,LCN2,LILRA5,OASL,PLSCR1,RSAD2,S100A8,SOCS3,TLR2,TLR4,TNFAIP6,TPST1,TRIM22	27 (4)	3	 	 	 	 	IFN Beta,IRF3,IRF7	 	 	 	 	
MAGI1	kinase	 	2	Inhibited	biased	-3.411	2.89E-14	2.00E-04	Akt,IRF3,MAGI1	ADM,B4GALT5,BCL6,CD274,FCGR1A,FKBP5,GBP1,IFI27,IFIT1,IFIT2,IFIT3,IFITM3,IL1R1,LCN2,NFIL3,OASL,RSAD2,SLC8A1,SOCS3,TLR2,TLR4,TPST1	22 (3)	2	 	 	 	 	IRF3	 	 	 	 	
SARM1	transmembrane receptor	-0.371	2	Inhibited	biased	-5.112	3.35E-14	1.80E-03	Ap1,IRF3,IRF7,NFkB (complex),P38 MAPK,SARM1	ABCA1,ADM,B4GALT5,BATF2,CD274,CDKN1A,CEBPD,CLEC4E,DUSP1,FCGR1A,GADD45A,GBP1,IFI27,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,LCN2,LILRA5,OASL,PLSCR1,RSAD2,S100A8,SLC8A1,SOCS3,TLR4,TNFAIP6,TPST1,TRIM22	30 (6)	5	E. coli B4 lipopolysaccharide,lipopolysaccharide	 	 	IL6,Interferon alpha	IRF3,IRF7	 	 	 	 	
nadolol	chemical drug	 	3	 	 	1.336	3.58E-14	1.20E-03	ADRB1,ADRB2,Creb,CREB1,cyclic AMP,EGFR,GRK2,HRAS,INSR,MAPK1,MAPK3,nadolol,NFkB (complex),NFKBIA,NR3C1,P38 MAPK,Pka,PPARG,RAF1,TNF	ANXA3,AQP9,ARG1,B4GALT5,BATF2,C3AR1,CD163,CD274,CDA,CDKN1A,CEBPD,CLEC4E,COL6A2,CRISPLD2,CXCL16,DUSP1,FCAR,FCER1G,FCGR1A,FGD4,GADD45A,GRB10,HRH2,IFI27,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,IL18R1,IRAK3,IRS2,LCN2,LRG1,LY6E,MATK,MMP8,MPO,NAIP,NFIL3,OASL,PLIN5,PLSCR1,PTPRS,RSAD2,S100A8,S100A9,SAT1,SECTM1,TLR4,TNFAIP6,TREM1,TRIM22,TSC22D3,TSPOAP1,TUBB2A	56 (20)	17	 	 	 	 	ADRB2	 	 	 	 	
HSPA5	enzyme	0.221	2	Activated	biased	3.157	3.61E-14	2.80E-03	Akt,BAX,CHUK,ERK1/2,F3,HSPA5,IRF3	ABCA1,ADM,B4GALT5,BCL6,CD274,CEBPD,DOCK4,FCGR1A,FKBP5,GBP1,IFI27,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,IL1R1,IRS2,LCN2,NFIL3,OASL,PLSCR1,RSAD2,SLC8A1,SOCS3,TLR2,TLR4,TPST1,VNN1	29 (7)	7	4-hydroxyestradiol-17beta,dithiothreitol,ethanol,GPER1,HDL,hydrogen sulfide,IgG,LDL,linoleic acid,lipopolysaccharide,mycophenolic acid,MYD88,oleic acid,OSBPL8,OSM,Pdi,phorbol myristate acetate,tributyrin	ACOX1,dexamethasone,Fgfr,GW9662,IFNG,SB203580	 	CXCL10,IRF3,MMP2	BAX,CASP4	 	 	 	 	
ADRA1B	G-protein coupled receptor	 	2	 	biased	-0.354	3.70E-14	4.40E-03	ADRA1B,ERK1/2,Jnk,MAPK14,MAPK3,PI3K (complex),STAT3,TGM2	ADM,ALPL,AQP9,B4GALT5,CD274,CDKN1A,CEBPD,DAAM2,DUSP1,FCER1G,FKBP5,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,IL18R1,IRS2,LCN2,LILRA5,LTF,LY6E,MMP8,NLRC4,OASL,RSAD2,S100A8,SOCS3,TLR4,TREM1,TRIM22,VNN1	32 (8)	7	cirazoline,cycloheximide,GRK6,phenylephrine	alfuzosin,apraclonidine,dexmedetomidine,DL 017,fluoxetine,nefazodone,oxymetazoline,quinidine,UK-294315	 	IL6,NPPA,RALA	TGM2	 	 	 	 	
diallyl trisulfide	chemical - endogenous non-mammalian	 	2	 	 	0.898	4.28E-14	3.60E-03	Akt,BCL2,diallyl trisulfide,ERK,Jnk,MAPK8,NOS3,P38 MAPK,PTGS2,SHC1,STAT3	ABCA1,ADM,BATF2,CD163,CD274,CDKN1A,CXCL16,FCER1G,FGD4,FKBP5,GADD45A,GBP1,HMGB2,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,IL18R1,IL1R1,LTF,NFIL3,OASL,PLSCR1,RSAD2,SORT1,TLR2,TLR4,TNFAIP6,TSC22D3,VNN1	31 (11)	11	 	 	 	 	 	 	 	 	 	
CEP-11981	chemical drug	 	3	Inhibited	biased	-2.263	4.46E-14	9.40E-03	Akt,AKT1,CEP-11981,ERK1/2,FLT1,MYBL2,PI3K (complex),Pka,Rock,STAT3,STAT5A,STAT5a/b,TEK,Vegf Receptor	ADM,B4GALT5,CD274,CDKN1A,CEBPD,DUSP1,FCER1G,FKBP5,GADD45A,IFI27,IFIT1,IFIT3,IFITM2,IFITM3,IL18R1,IL1R1,LCN2,LTF,MPO,NFIL3,OASL,OSM,RALB,RSAD2,S100A8,S100A9,SLC8A1,SOCS3,SORT1,TLR2,TLR4,TREM1,VNN1	33 (14)	12	 	 	 	 	TEK	 	 	 	 	
ANXA2	other	0.210	2	 	biased	1.715	4.93E-14	6.80E-03	Akt,AKT1,ANXA2,ERK1/2,F2R,Jnk,MTOR,P38 MAPK,PLAT,PLG,prostaglandin E2,STAT3	ADM,ARG1,B4GALT5,BATF2,CD24,CDKN1A,DUSP1,FCER1G,FKBP5,GADD45A,GBP1,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,IL18R1,IRS2,LCN2,LTF,NFIL3,OASL,OSM,PLSCR1,RALB,RSAD2,S100A8,SLC8A1,SORT1,TLR4,TLR5,TNFAIP6,TREM1,VNN1	34 (12)	12	AGN194204,HOXA3,IL4,OSM,PRL,raltitrexed,TET2	ACOX1	 	IL6	BAX	 	 	 	 	
SELPLG	other	0.360	2	 	 	0.577	5.12E-14	9.00E-04	Akt,MAPK1,MAPK3,SELPLG,STAT5a/b,SYK	ADM,B4GALT5,BCL6,CD274,CDKN1A,DUSP1,FKBP5,GADD45A,GBP1,IFI27,IFIT1,IFIT2,IFIT3,IFITM3,IL1R1,IL1R2,LCN2,NFIL3,OASL,OSM,PLSCR1,SECTM1,SLC8A1,SOCS3,TLR2,TRIM22,TSC22D3	27 (6)	6	 	IL12B,IL4,INSIG1,phorbol myristate acetate	 	IL1B,STAT6,TH17 Cytokine	MAPK1,STAT5a/b	 	 	 	 	
SB203580	chemical - kinase inhibitor	 	1	Inhibited	biased	-4.690	5.63E-14	2.00E-04	SB203580	AIM2,ALPL,ANXA3,AQP9,ARG1,C3AR1,CD274,CDKN1A,CEBPD,DUSP1,ETS2,IFI27,IFIT1,IFIT2,IFIT3,MMP8,SECTM1,SERPING1,SOCS3,TLR2,TNFAIP6,TREM1	22 (1)	1	 	 	 	TCL1A	ACOX1,ADRB2,BAX,C3,CCNG2,CDH2,Collagen Alpha1,CSF2,CXCL10,EIF2AK2,hemoglobin,HSPA5,IFNG,IL10,IL12B,IL13,IL13RA2,IL1A,IL1B,IL1RN,IL4,IL6,Interferon alpha,IRF1,IRF7,MAPK1,MC1R,mir-29,MMP2,NFKB2,NOS2,NPPA,NR4A3,PDE4B,PTGDS,RARRES3,SMAD2,SRF,STAR,STAT1,TGFB2,TGM2,TLR3,TNFSF11,TREM1	 	 	 	 	
TLR7	transmembrane receptor	0.269	2	Activated	biased	4.323	5.65E-14	3.27E-02	ATF2,ERK,ERK1/2,Ifn,IRF1,IRF3,IRF5,IRF7,Jnk,JUN,MYD88,NFkB (complex),RELA,STAT3,TLR7	ABCA1,ACSL1,ADM,ARG1,B4GALT5,C3AR1,CD274,CDKN1A,CEBPD,CLEC4E,CXCL16,DUSP1,ETS2,FCER1G,FKBP5,IFI27,IFIT1,IFIT3,IFITM2,IFITM3,IL18R1,IL1R1,LCN2,LILRA5,LTF,MMP8,PLSCR1,RSAD2,S100A8,SLC8A1,SOCS3,SORT1,TLR2,TLR4,TLR5,TNFAIP6,TPST1,TRIM22,VNN1	39 (15)	15	E. coli B5 lipopolysaccharide,ethanol,IgG,isatoribine,lipopolysaccharide,mir-223,MSC,resiquimod,TLR3,TLR5	hexadimethrine bromide,hydroxychloroquine,ODN1411	 	CXCL10,IFN Beta,IFNA1/IFNA13,IFNA10,IFNA14,IFNA16,IFNA17,IFNA2,IFNA21,IFNA4,IFNA7,IFNK,IFNW1,IL10,IL12B,IL13,IL1B,IL21R,IRF1,IRF3,IRF5,IRF7,IRF9,MYD88,SOCS1,STAT1,STAT2,Tnf (family)	 	 	 	 	 	
dulanermin	biologic drug	 	3	Activated	biased	3.667	6.42E-14	1.52E-02	Akt,BAX,BCL2L1,dulanermin,IRF3,Jnk,JUN,MAPK8,NFkB (complex),NFKB1,P38 MAPK,TNFRSF10A,TNFRSF10B,TNFSF10,TRAF2	ABCA1,B4GALT5,BATF2,BCL6,C3AR1,CD274,CDKN1A,CEBPD,CLEC4E,COL6A2,CXCL16,DUSP1,FCGR1A,FKBP5,GBP1,IFI27,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,IL1R1,IRS2,LCN2,MMP8,NFIL3,OASL,PLBD1,PLSCR1,RSAD2,SLC8A1,SOCS3,TLR4,TNFAIP6,TPST1,TSC22D3	36 (15)	12	 	 	 	BAX	 	 	 	 	 	
CD 437	chemical drug	 	2	Activated	 	4.131	6.70E-14	7.00E-04	CD 437,Jnk,MAPK14,MAPK8,P38 MAPK,TGM2	ABCA1,ALPL,AQP9,B4GALT5,BATF2,BCL6,CDKN1A,CEBPD,CXCL16,DAAM2,DUSP1,FCER1G,FKBP5,GADD45A,GBP1,IFIT1,IFIT2,IFIT3,LILRA5,LY6E,MMP8,NLRC4,OASL,PLSCR1,S100A8,SLC8A1,SOCS3,SRGN,TLR2,TRIM22,TSC22D3	31 (6)	6	 	 	 	BAX,TGM2	BANF1,HIC1,HMGB1,RYBP,SKP1,TOPBP1	 	 	 	 	
GW9662	chemical reagent	 	2	 	 	-1.061	6.77E-14	3.70E-03	Akt,CaMKII,Creb,GW9662,MAPK1,PPARG	ABCA1,ACSL1,ARG1,B4GALT5,C3AR1,CD274,CDKN1A,DUSP1,FCER1G,FKBP5,GBP1,IFI27,IFIT1,IFIT2,IFIT3,IFITM3,IL1R1,IRS2,LCN2,NFIL3,OASL,OSM,PLIN5,PLSCR1,SECTM1,SLC8A1,SOCS3,TLR2,TLR4,TRIM22,TSC22D3,VNN1	32 (6)	6	 	 	 	BAX,IFNG,IL17A,IL21,IL6,NOS2	ABCA1,CEBPA,DGKZ,FABP4,HSPA5,INSIG1,MAPK1	 	 	 	 	
ATE1	enzyme	-0.010	2	 	biased	0.392	6.82E-14	3.00E-04	ATE1,MAP2K1,MAPK1,MAPK3,MRTFA,Pkc(s)	ABCA1,ADM,B4GALT5,CD177,CD274,CDKN1A,DUSP1,ELANE,GADD45A,GBP1,IFI27,IFIT1,IFIT2,IFIT3,IFITM3,KCNJ2,LCN2,LTF,OASL,OSM,PGLYRP1,PLSCR1,S100A8,S100A9,SECTM1,TRIM22	26 (6)	5	 	 	 	MAPK1	MRTFA	 	 	 	 	
pubchem compound 23613918	chemical reagent	 	3	Inhibited	biased	-2.401	9.48E-14	8.90E-03	Akt,Ap1,ERK,FABP4,FABP5,JAK2,Jnk,LIPE,NFkB (complex),PPARG,pubchem compound 23613918,STAT3	ABCA1,ACSL1,ARG1,B4GALT5,CDKN1A,CLEC4E,DUSP1,FCER1G,FCGR1A,FKBP5,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,IL18R1,IL1R1,IRS2,LCN2,LTF,NFIL3,OASL,OSM,PLIN5,PLSCR1,RSAD2,SLC8A1,SOCS3,SORT1,TLR2,TLR4,TNFAIP6,TSC22D3,VNN1	34 (12)	11	 	 	 	 	FABP4,FABP5	 	 	 	 	
pubchem compound 58448012	chemical reagent	 	3	Inhibited	biased	-2.401	9.48E-14	8.90E-03	Akt,Ap1,ERK,FABP4,FABP5,JAK2,Jnk,LIPE,NFkB (complex),PPARG,pubchem compound 58448012,STAT3	ABCA1,ACSL1,ARG1,B4GALT5,CDKN1A,CLEC4E,DUSP1,FCER1G,FCGR1A,FKBP5,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,IL18R1,IL1R1,IRS2,LCN2,LTF,NFIL3,OASL,OSM,PLIN5,PLSCR1,RSAD2,SLC8A1,SOCS3,SORT1,TLR2,TLR4,TNFAIP6,TSC22D3,VNN1	34 (12)	11	 	 	 	 	FABP4,FABP5	 	 	 	 	
pubchem compound 58448376	chemical reagent	 	3	Inhibited	biased	-2.401	9.48E-14	8.90E-03	Akt,Ap1,ERK,FABP4,FABP5,JAK2,Jnk,LIPE,NFkB (complex),PPARG,pubchem compound 58448376,STAT3	ABCA1,ACSL1,ARG1,B4GALT5,CDKN1A,CLEC4E,DUSP1,FCER1G,FCGR1A,FKBP5,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,IL18R1,IL1R1,IRS2,LCN2,LTF,NFIL3,OASL,OSM,PLIN5,PLSCR1,RSAD2,SLC8A1,SOCS3,SORT1,TLR2,TLR4,TNFAIP6,TSC22D3,VNN1	34 (12)	11	 	 	 	 	FABP4,FABP5	 	 	 	 	
Tnf (family)	group	 	2	Activated	biased	4.160	1.12E-13	1.48E-02	Akt,CD40LG,EGFR,ERK,ERK1/2,JAK2,Jnk,JUN,MAPK8,NFkB (complex),NFKBIA,P38 MAPK,PARP1,RELA,STAT3,TNF,Tnf (family),TNFSF10,TNFSF11,TNFSF12	ACSL1,ADM,AQP9,ARG1,B4GALT5,BATF2,C3AR1,CD163,CD274,CEBPD,CLEC4D,CLEC4E,COL6A2,CRISPLD2,CXCL16,FCAR,FCER1G,FCGR1A,FKBP5,GRB10,HRH2,IFI27,IFIT3,IFITM2,IFITM3,IL18R1,IL1R1,IL1R2,IRAK3,KCNJ2,LCN2,LRG1,LTF,LY6E,MMP8,MPO,NAIP,NFIL3,OSM,PLSCR1,S100A8,SAMSN1,SAT1,SLC8A1,SOCS3,SORT1,TLR2,TNFAIP6,TPST1,TREM1,TSC22D3,VNN1	52 (20)	20	CpG oligonucleotide,CSF2,dextran sulfate,HMGB1,Ifn,IL17A,lipopolysaccharide,Tlr,TLR3,TLR5,TLR7,TLR9,VCAN	corticosteroid,docosahexaenoic acid,fluoxetine,IL10,IL13,IL4,paroxetine	 	CXCL10,DUOX1,EIF2AK2,IKBKE,IL12RB2,IL1A,IL1B,MMP2,NOS2,RIPK3	 	 	 	 	 	
Vla-4	complex	 	2	 	 	-0.557	1.13E-13	2.10E-03	Akt,MAPK1,PI3K (complex),RUNX2,SYK,Vla-4	ABCA1,ADM,B4GALT5,BCL6,CD274,CEBPD,DUSP1,FKBP5,GADD45A,GBP1,IFI27,IFIT1,IFIT2,IFIT3,IFITM3,IL1R1,LCN2,NFIL3,OASL,OSM,PLSCR1,SECTM1,SLC8A1,SOCS3,TLR2,TLR4,TREM1,TRIM22,TSC22D3	29 (6)	5	IFNA2,IFNG,phorbol myristate acetate	 	 	MAPK1	 	 	 	 	 	
Evans Blue	chemical toxicant	 	2	 	biased	0.000	1.22E-13	1.40E-03	Akt,Evans Blue,IGF1R,INSR,IRS1,MAPK1,MAPK3	ACSL1,ADM,B4GALT5,BCL6,CD274,CDKN1A,CEBPD,DUSP1,FKBP5,GBP1,GRB10,IFI27,IFIT1,IFIT2,IFIT3,IFITM3,IL1R1,LCN2,MPO,NFIL3,OASL,OSM,PLSCR1,SECTM1,SLC8A1,SOCS3,TLR2,TRIM22	28 (7)	6	 	 	 	MAPK1	 	 	 	 	 	
(2-(trimethylammonium)ethyl)methanethiosulfonate	chemical reagent	 	3	 	 	1.768	1.29E-13	5.30E-03	(2-(trimethylammonium)ethyl)methanethiosulfonate,CFTR,ERK1/2,HDAC2,L-glutamic acid,NFKBIA,PLAU,SLC1A2,SLC4A1,SLC6A4,SLC8A1,STAT3	ABCA1,ADM,ARG1,BCL6,CA4,CD274,FCER1G,FCGR1A,FKBP5,GADD45A,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,IL18R1,IRS2,LCN2,LRG1,LTF,LY6E,MATK,NFIL3,OASL,PGLYRP1,RSAD2,S100A8,S100A9,SAT1,SOCS3,TLR2,VNN1	32 (12)	8	 	 	 	 	CFTR,SLC4A1	 	 	 	 	
IRF7	transcription regulator	0.317	2	Activated	biased	4.359	1.33E-13	1.00E-04	ATF4,IRF7	ABCA1,CDKN1A,FCGR1A,GADD45A,GBP1,GRB10,IFIT1,IFIT2,IFIT3,IFITM2,IFITM3,LILRA5,OASL,PLSCR1,RSAD2,S100A8,TLR4,TPST1,TRIM22	19 (2)	2	1,2-dioleoyloxy-3-(trimethylammonium)propane,AZI2,BAX,BRCA1,EBF1,Ifnar,IFNG,IKBKE,IL1B,IL21,IRF3,IRF5,ISGF3,lipopolysaccharide,MAVS,MMP2,MSC,MYD88,oblimersen,OSM,PARP9,phorbol myristate acetate,poly rI:rC-RNA,PRKRA,PRL,RARRES3,resiquimod,ribavirin,SPI1,TICAM1,Tlr,Tlr11,Tlr12,Tlr13,TLR3,TLR5,TLR7,TLR9	ACKR2,CACTIN,cycloheximide,dexamethasone,dextran sulfate,ethanol,H2AFY,IL1RN,IL4,Immunoglobulin,IRF2,LDL,leukadherin 1,MAPK1,SARM1,SATB1,SB203580,STAT6,TRIM24,UBE3C	 	CASP4,CXCL10,IFNA10,IFNA14,IFNA16,IFNA17,IFNA21,IFNA4,IFNA7,IFNK,IFNL1,IFNW1,S100A8,SOCS1	 	 	 	 	 	
SLC2A1	transporter	0.199	2	 	 	-0.192	1.34E-13	1.40E-03	Akt,GSK3B,MAPK1,MAPK14,SLC2A1	ABCA1,ADM,B4GALT5,BCL6,CD274,CEBPD,DUSP1,FKBP5,GADD45A,GBP1,IFI27,IFIT1,IFIT2,IFIT3,IFITM3,IL1R1,IRS2,LCN2,NFIL3,OASL,OSM,PLSCR1,SECTM1,SLC8A1,SOCS3,TLR2,TRIM22	27 (5)	4	APBA3,astressin 2B,azide,Calcineurin A,CD46,H2AFY,IFNG,IL17A,IL1B,IL4,lipopolysaccharide,MLIP,PCGEM1,phorbol myristate acetate,sodium azide,SRF,TNFSF11	ABCA1,APOA1,cycloheximide,dexamethasone,p-chloromercuribenzenesulfonate,SLC2A4	 	IgG,MAPK1,MMP2	 	 	 	 	 	
CSF2RB	transmembrane receptor	0.329	2	 	biased	0.649	1.51E-13	2.69E-02	Akt,AKT1,CSF2RB,ERK,GRB2,JAK2,LYN,MAPK1,MAPK3,NFkB (complex),PI3K (complex),PTPN2,SHC1,STAT3,STAT5A,STAT5a/b	ABCA1,ADM,ASPRV1,B4GALT5,CD274,CEBPD,CLEC4E,DUSP1,FCER1G,FCGR1A,FGD4,FKBP5,GADD45A,GBP1,HMGB2,IFI27,IFIT1,IFIT2,IFIT3,IFITM2,IL18R1,IL1R1,IRS2,LCN2,LTF,NFIL3,NLRC4,OASL,OSM,PLSCR1,SECTM1,SLC8A1,SOCS3,TLR2,TLR4,TNFAIP6,TREM1,TRIM22	38 (16)	15	5-N-ethylcarboxamido adenosine,CSF2,Gm-csfR,IFNG,IL1B,IL4,IL6,lipopolysaccharide,MMP2,S100A8,S100A9	Immunoglobulin,NCSTN	 	MAPK1,STAT5a/b	 	 	 	 	 	
