© 2000-2019 QIAGEN. All rights reserved.

Analysis Details for My Projects->AIH_DESeq2_formanuscript_041119->AIH_012919_~spl_plate+sex+age+fibrosis_groups_DEgenes_ALL - 2019-01-29 09:37 PM->AIHcirrhosis-vs-healthy
Workspace	My Projects
Project	AIH_DESeq2_formanuscript_041119
Analysis	AIHcirrhosis-vs-healthy
Date	Tue Jan 29 21:37:22 PST 2019
Analysis ID	17364206

Experimental Metadata
projectname	AIH
organism	Human
case.tissue	Peripheral blood

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	down regulated -0.6 and up regulated 0.6
Cutoff for Expression qvalue	0.05
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only relationships where
confidence = Experimentally Observed

Canonical Pathways for My Projects->AIH_DESeq2_formanuscript_041119->AIH_012919_~spl_plate+sex+age+fibrosis_groups_DEgenes_ALL - 2019-01-29 09:37 PM->AIHcirrhosis-vs-healthy
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
HIF3A	transcription regulator	 	1	Inhibited	 	-2.000	5.11E-03	3.94E-02	HIF3A	EPAS1,PLAUR,RARB,SLC2A1	4 (1)	1	 	 	 	 	 	 	 	 	 	
MIR320	group	 	2	Inhibited	 	-2.000	5.11E-03	3.19E-02	mir-320,MIR320	AQP1,ETS2,MMP9,TFRC	4 (2)	2	 	 	 	progesterone	 	 	 	 	 	
SFN	other	 	1	 	 	1.000	5.11E-03	3.12E-02	SFN	BCL6,IL1R1,NET1,PDK4	4 (1)	1	etoposide	 	 	IgG	 	 	 	 	 	
alfentanil	chemical drug	 	2	 	 	0.000	5.11E-03	3.61E-02	alfentanil,OPRM1,SIGMAR1	ADM,CDH1,KCNH2,MMP9	4 (3)	2	 	 	 	OPRM1	 	 	 	 	 	
GNAL	enzyme	-0.211	2	 	 	1.890	5.36E-03	4.67E-02	ADCY,GNAL,PPP1R1B	BCL2L1,CYP1B1,ENTPD1,IL1B,LRRK2,SNCA,TXN	7 (3)	2	GNG7	 	 	 	 	 	 	 	 	
DEK	transcription regulator	0.118	1	 	 	-1.732	5.57E-03	2.34E-02	DEK	LEF1,NFKBIA,PRDX6	3 (1)	1	 	butyric acid	 	CSF3R	 	 	 	 	 	
Ferritin	complex	 	1	 	 	1.732	5.57E-03	4.88E-02	Ferritin	ICAM1,IL1B,NFKBIA	3 (1)	1	hemin,IFNG	EPO	 	 	Irp	 	 	 	 	
MIR320	group	 	1	 	 	-1.732	5.57E-03	3.69E-02	MIR320	ETS2,MMP9,TFRC	3 (1)	1	 	 	 	progesterone	 	 	 	 	 	
NPAT	transcription regulator	-0.233	1	 	 	1.732	5.57E-03	8.70E-03	NPAT	HIST1H1B,HIST1H2BD,HIST1H4C	3 (1)	1	TCF7L2	 	 	 	 	 	 	 	 	
teasaponin	chemical - endogenous non-mammalian	 	1	 	 	-1.732	5.57E-03	1.07E-02	teasaponin	IL1B,NFKBIA,SOCS3	3 (1)	1	 	 	 	 	 	 	 	 	 	
triacetyl-3-hydroxyphenyladenosine	chemical reagent	 	1	 	 	1.732	5.57E-03	2.73E-02	triacetyl-3-hydroxyphenyladenosine	ABCA1,ABCG1,ARG1	3 (1)	1	 	 	 	 	 	 	 	 	 	
ANXA1	enzyme	0.188	1	 	 	0.447	5.85E-03	4.62E-02	ANXA1	CDH1,FPR2,IL1B,RORC,SELL	5 (1)	1	butyric acid,dexamethasone,E. coli B4 lipopolysaccharide,filgrastim,inosine,OSM,TCF7L2,tretinoin	E. coli serotype 0127B8 lipopolysaccharide	 	MAPK1,PLAU	 	 	 	 	 	
EIF4EBP1	translation regulator	0.190	1	 	 	-1.342	5.85E-03	2.59E-02	EIF4EBP1	CEBPD,EGR1,PHLPP2,PNPLA2,SLC2A1	5 (1)	1	alpha-ketoisocaproic acid,CCND1,CD38,CSF2,dexamethasone,IFNA1/IFNA13,IFNA2,IL3,IL5,inosine,Ku,MAPK1,MTOR,PRKCA,TNFSF11	BNIP3,butyric acid,E. coli 011:B4 lipopolysaccharide,etoposide,FOXN3,GAPDH,ID2,IFNG,MLIP,OSI-027,OSM,PPM1G,SR 144528	 	IFN alpha/beta	IRF7	 	 	 	 	
trabectedin	chemical drug	 	1	 	 	-1.342	5.85E-03	3.24E-02	trabectedin	ARL6IP1,G6PD,PMEL,SAT1,TK1	5 (1)	1	 	 	 	CCND1	GNAI2,TBP	 	 	 	 	
TBX1	transcription regulator	-0.581	2	 	 	1.000	6.83E-03	2.47E-02	FLT4,TBX1	IL1B,LEF1,NOS3,OTX1	4 (2)	2	 	 	 	FLT4	 	 	 	 	 	
CDK9	kinase	0.017	1	Activated	 	2.236	7.21E-03	4.41E-02	CDK9	G6PD,MMP9,MYBL2,NFKBIA,PDK4	5 (1)	1	 	dichlororibofuranosylbenzimidazole	 	 	 	 	 	 	 	
lipoarabinomannan	chemical - endogenous non-mammalian	 	1	Activated	 	2.236	7.21E-03	4.93E-02	lipoarabinomannan	ICAM1,IER3,IL1B,STAT1,TLR4	5 (1)	1	 	 	 	STAT1	 	 	 	 	 	
22(S)-hydroxycholesterol	chemical - endogenous mammalian	 	1	 	 	0.577	8.53E-03	3.76E-02	22(S)-hydroxycholesterol	ABCA1,ABCG1,PTCH1	3 (1)	1	 	 	 	 	 	 	 	 	 	
Casein	group	 	2	 	 	0.577	8.53E-03	3.31E-02	Casein,CSN2	BTF3,ICAM1,IL1B	3 (2)	2	PRL,spermine,tretinoin	PPM1G	 	 	 	 	 	 	 	
GFI1B	transcription regulator	0.376	1	 	 	-0.577	8.53E-03	4.56E-02	GFI1B	BCL2L1,GATA3,SOCS3	3 (1)	1	GATA1,IRF8	EPO,HOXA3	 	 	 	 	 	 	 	
L-type Calcium Channel	complex	 	1	 	 	1.732	8.53E-03	3.31E-02	L-type Calcium Channel	ANKH,EGR1,KCNJ2	3 (1)	1	ADRB1,GNAI2,norepinephrine,tretinoin	progesterone	 	PRKCA	 	 	 	 	 	
RNF40	enzyme	0.360	1	 	 	1.732	8.53E-03	3.77E-02	RNF40	ALPL,G6PD,PDK4	3 (1)	1	 	 	 	 	 	 	 	 	 	
mannan	chemical - endogenous mammalian	 	1	 	 	1.732	8.53E-03	2.67E-02	mannan	IRAK3,TLR2,TLR4	3 (1)	1	 	 	 	 	IFN alpha/beta	 	 	 	 	
24-hydroxycholesterol	chemical - endogenous mammalian	 	1	 	 	0.000	8.90E-03	4.29E-02	24-hydroxycholesterol	ABCA1,ABCG1,ACE,PTCH1	4 (1)	1	 	 	 	 	 	 	 	 	 	
AZ-960	chemical reagent	 	1	 	 	-1.414	9.53E-03	4.34E-02	AZ-960	BCL2L1,PIM1	2 (1)	1	 	 	 	 	 	 	 	 	 	
BRD1	other	-0.129	1	 	 	1.414	9.53E-03	2.50E-02	BRD1	GATA1,TAL1	2 (1)	1	 	 	 	GATA1,TAL1	 	 	 	 	 	
CNPY3	other	0.282	1	 	 	1.414	9.53E-03	3.98E-02	CNPY3	TLR1,TLR4	2 (1)	1	 	 	 	 	 	 	 	 	 	
CTSD	peptidase	0.641	1	 	 	0.000	9.53E-03	2.13E-02	CTSD	ABCA1,TXN	2 (1)	1	ARNT,chloroquine,CSF3,dexamethasone,etoposide,FN1,IFNG,LRP1,MYB,NFATC4,nucleoside triphosphate,PGR,PLA2R1,PRL,TFEB,tretinoin	dichlororibofuranosylbenzimidazole,hydroxypropyl-beta-cyclodextrin,onapristone,R5020,SATB1,SCGB3A2	 	 	 	 	 	 	 	
EEF2K	kinase	-0.522	1	 	 	1.414	9.53E-03	3.94E-02	EEF2K	BCL2L1,KLF5	2 (1)	1	 	 	 	 	 	 	 	 	 	
FTMT	enzyme	 	1	 	 	0.000	9.53E-03	3.13E-02	FTMT	FTL,TFRC	2 (1)	1	 	 	 	 	 	 	 	 	 	
IGF2BP3	translation regulator	-0.394	1	 	 	1.414	9.53E-03	2.27E-02	IGF2BP3	ABCG2,IGF2	2 (1)	1	FN1,MAPK1	NUPR1	 	 	 	 	 	 	 	
KLHL21	other	0.272	1	 	 	-1.414	9.53E-03	1.41E-02	KLHL21	DUSP1,NFKBIA	2 (1)	1	 	E. coli B4 lipopolysaccharide	 	 	 	 	 	 	 	
LSS	enzyme	-0.426	1	 	 	-1.414	9.53E-03	1.95E-02	LSS	ABCA1,ABCG1	2 (1)	1	 	 	 	 	 	 	 	 	 	
MBNL1	other	0.022	1	 	 	0.000	9.53E-03	1.39E-02	MBNL1	ABLIM1,PTEN	2 (1)	1	 	 	 	 	NEDD4	 	 	 	 	
SCT	other	-1.105	1	 	 	1.414	9.53E-03	2.75E-02	SCT	AQP1,CD36	2 (1)	1	 	CCND1	 	 	 	 	 	 	 	
VCAM1	transmembrane receptor	 	1	 	 	1.414	9.53E-03	4.22E-02	VCAM1	ABCG2,MMP9	2 (1)	1	5-O-mycolyl-beta-araf-(1->2)-5-O-mycolyl-alpha-araf-(1->1')-glycerol,E. coli B4 lipopolysaccharide,GW9662,Ifnar,IFNAR1,IFNG,IgG,IL12B,IL13,Interferon alpha,IRF1,isotretinoin,mir-21,MTOR,NKX2-3,orantinib,OSM,PRKCD,salmonella minnesota R595 lipopolysaccharides,TNFSF11	APOA1,CD38,CSF3,CYP2J2,deferoxamine,dexamethasone,dibutyryl cGMP,GATA3,Immunoglobulin,IRF2,PROC,spermine nitric oxide complex,VCAN	 	MAPK1	 	 	 	 	 	
ZNF350	transcription regulator	0.124	1	 	 	-1.414	9.53E-03	4.29E-02	ZNF350	GADD45A,MMP9	2 (1)	1	 	 	 	 	 	 	 	 	 	
bis(4-hydroxycinnamoyl)methane	chemical - endogenous non-mammalian	 	1	 	 	1.414	9.53E-03	3.24E-02	bis(4-hydroxycinnamoyl)methane	TLR2,TLR4	2 (1)	1	 	 	 	 	 	 	 	 	 	
dorzolamide	chemical drug	 	2	 	 	0.000	9.53E-03	1.61E-02	CA1,CA2,dorzolamide	ALDH1A2,CA4	2 (3)	2	 	 	 	 	 	 	 	 	 	
etodolac	chemical drug	 	1	 	 	1.414	9.53E-03	3.99E-02	etodolac	CD36,CDH1	2 (1)	1	 	 	 	 	 	 	 	 	 	
hyodeoxycholic acid	chemical - endogenous mammalian	 	1	 	 	1.414	9.53E-03	2.42E-02	hyodeoxycholic acid	ABCA1,ABCG1	2 (1)	1	 	 	 	 	 	 	 	 	 	
pentosan polysulfate	chemical drug	 	1	 	 	-1.414	9.53E-03	4.22E-02	pentosan polysulfate	ABCA1,MMP9	2 (1)	1	 	 	 	 	 	 	 	 	 	
prochloraz	chemical reagent	 	1	 	 	0.000	9.53E-03	3.09E-02	prochloraz	CYP1B1,ODC1	2 (1)	1	 	 	 	 	 	 	 	 	 	
stigmasterol	chemical - endogenous mammalian	 	1	 	 	1.414	9.53E-03	2.66E-02	stigmasterol	ABCA1,ABCG1	2 (1)	1	 	 	 	 	 	 	 	 	 	
temocapril	chemical reagent	 	1	 	 	0.000	9.53E-03	2.38E-02	temocapril	ACE,NOS3	2 (1)	1	 	 	 	 	 	 	 	 	 	
NFATC4	transcription regulator	 	1	Activated	 	2.000	1.13E-02	4.68E-02	NFATC4	CTSD,PPP3R1,PTEN,THEM5	4 (1)	1	butyric acid,MAPK1	deferoxamine	 	CTSD	 	 	 	 	 	
SRY	transcription regulator	 	1	 	 	-0.577	1.23E-02	3.25E-02	SRY	MAOA,PTGDS,THOP1	3 (1)	1	 	 	 	 	 	 	 	 	 	
TET3	enzyme	0.457	1	 	 	1.732	1.23E-02	3.20E-02	TET3	EPAS1,PHOSPHO1,TGM2	3 (1)	1	 	 	 	TGM2	 	 	 	 	 	
cholesterol sulfate	chemical - endogenous mammalian	 	1	 	 	-0.577	1.23E-02	4.02E-02	cholesterol sulfate	ABCA1,JUND,NR1D1	3 (1)	1	 	SCNN1A	 	 	 	 	 	 	 	
MIR17HG	other	 	1	 	 	-0.447	1.26E-02	4.60E-02	MIR17HG	LRP6,PHLPP2,PKD1,PTEN,RNF11	5 (1)	1	 	TGM2,tretinoin	 	IFNG	 	 	 	 	 	
GPR37	G-protein coupled receptor	 	1	 	 	0.577	1.68E-02	4.49E-02	GPR37	GATA1,MAP1LC3B,PTCH1	3 (1)	1	 	CIP2A	 	 	GATA1	 	 	 	 	
1,1-diethyl-2-hydroxy-2-nitrosohydrazine	chemical toxicant	 	1	 	 	1.414	1.83E-02	4.26E-02	1,1-diethyl-2-hydroxy-2-nitrosohydrazine	GADD45A,NFKBIA	2 (1)	1	 	 	 	 	 	 	 	 	 	
3-hydroxykynurenine	chemical - endogenous mammalian	 	2	 	 	1.414	1.83E-02	4.66E-02	3-hydroxykynurenine,cytochrome-c oxidase,Mitochondrial complex 1	MAOA,RORC	2 (3)	3	 	 	 	 	 	 	 	 	 	
AQP4	transporter	 	1	 	 	0.000	1.83E-02	4.33E-02	AQP4	IL1B,SLC1A1	2 (1)	1	ammonium chloride	CALCA,carvacrol,nitrofen	 	 	 	 	 	 	 	
BRD3	kinase	0.144	1	 	 	1.414	1.83E-02	3.25E-02	BRD3	ALAS2,SLC4A1	2 (1)	1	 	 	 	SLC4A1	 	 	 	 	 	
CITED1	transcription regulator	 	1	 	 	1.414	1.83E-02	4.77E-02	CITED1	IGF2,TGFA	2 (1)	1	 	HIPK2	 	 	 	 	 	 	 	
GZMB	peptidase	-0.210	1	 	 	-1.414	1.83E-02	4.16E-02	GZMB	CD274,ENTPD1	2 (1)	1	CSF3,CTSC,etoposide,IFNG,IL12B,IL21,Immunoglobulin,Interferon alpha,SET	dexamethasone,filgrastim,OPRM1,phosphoramidon,sulfasalazine,tretinoin	 	 	 	 	 	 	 	
OPA1	enzyme	0.275	2	 	 	0.000	1.83E-02	4.28E-02	cytochrome-c oxidase,GLB1,OPA1	MAOA,TGFA	2 (3)	2	 	 	 	 	 	 	 	 	 	
PAPPA	peptidase	-0.862	1	 	 	-1.414	1.83E-02	4.44E-02	PAPPA	ABCA1,ABCG1	2 (1)	1	 	HLX,IFNG	 	 	 	 	 	 	 	
PIGY	other	 	2	 	 	1.414	1.83E-02	2.24E-02	PIGA,PIGQ,PIGY	CD59,PIGC	2 (3)	2	 	 	 	 	 	 	 	 	 	
RAB4A	enzyme	-0.084	1	 	 	0.000	1.83E-02	3.53E-02	RAB4A	KCNH2,NEDD4L	2 (1)	1	 	OSM	 	ADRB1,NSF	 	 	 	 	 	
methylamine	chemical - endogenous mammalian	 	1	 	 	0.000	1.83E-02	3.39E-02	methylamine	IL1B,SLC2A1	2 (1)	1	 	 	 	FN1	 	 	 	 	 	
CCNK	kinase	0.075	1	 	 	-1.342	2.67E-02	4.74E-02	CCNK	CBY1,CRELD1,DGKA,MDC1,ROGDI	5 (1)	1	 	 	 	 	 	 	 	 	 	
DNAH5	enzyme	 	1	 	 	-1.000	5.75E-02	4.30E-02	DNAH5	DNAH6	1 (1)	1	 	 	 	 	 	 	 	 	 	

Diseases and Bio Functions for My Projects->AIH_DESeq2_formanuscript_041119->AIH_012919_~spl_plate+sex+age+fibrosis_groups_DEgenes_ALL - 2019-01-29 09:37 PM->AIHcirrhosis-vs-healthy
Categories	Functions	Diseases or Functions Annotation	p-Value	Predicted Activation State	Activation z-score	Notes	Bias-corrected z-score	Molecules	# Molecules	
